meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
45th SEC,2022-03-23,Dhubri,4.5,SDRF,45.3 PWD,Annexure III (PWD Roads),260 Dhubri Sub-Division Sataguri Piazbari Road under SDRF for the year 4.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),26t Dhubri sub-Division of BS Road to Khaiurbari under SDRF for the year 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),262 Dhubri Sub-Division Araiani to Noiserdhap Road under SDRF for the year 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),263 Dhubri su b-Division Toppara Jhawpara to Dalaneralga Road under SDRF 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),264 Dhubri Sub-Division from Raniganj to Dhanpur Road under SDRF for the 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),266 Dhubri Sub-Division 31to Pasuarkhal Road Bridge Approach 1/1 damaged 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),267 Dhubri Sub-Division Road to Chouravita Road under SDRF for the year 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,3.5,SDRF,45.3 PWD,Annexure III (PWD Roads),269 Dhubri Sub-Division from Chapar lB to Ghunimari Road under SDRF for 3.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.97,SDRF,45.3 PWD,Annexure III (PWD Roads),271 Dhubri Sub-Division Jomduar village Road under SDRF for the yeat 2OZL' 4.9700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Goalpara,13.5,SDRF,45.3 PWD,Annexure III (PWD Roads),272 G oa lpa ra Goalpara East Topolakhowa Road under SDRF fot the Yeat 2021-22 13.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Goalpara,10.0,SDRF,45.3 PWD,Annexure III (PWD Roads),274 Goalpara Goa lpa ra East under SDRF for the yeat 2027-22. 10.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,18.91,SDRF,45.3 PWD,Annexure III (PWD Roads),278 G o laghat Dergaon & Jorhat Dergaon & Titabor Territorial Road Division in 18.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,24.77,SDRF,45.3 PWD,Annexure III (PWD Roads),"279 Go lag h at Dergaon & under Jorhat, Dergaon and Titabor Territorial Road 24.7700",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Golaghat,200.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Go laghat Kumtai TR for the year 2021.-22 in Golaghat & Khumtai 200.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Golaghat,30.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Territorial Road Division (L=30.00 RM)Golaghat LAC,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Golaghat,2.0,SDRF,45.3 PWD,Annexure III (PWD Roads),283 Golaghat Kumtai TR & 2.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Golaghat,0.8,SDRF,45.3 PWD,Annexure III (PWD Roads),(L=0.800 km). (Golaghat LAC),project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,2.1,SDRF,45.3 PWD,Annexure III (PWD Roads),284 Jorhat & Titabar T.R. LAC under SDRF for 2021-22 (Providing Palisading 2.1000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,4.9,SDRF,45.3 PWD,Annexure III (PWD Roads),28s Jorhat Titaba T.R. 4.9000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,11.94,SDRF,45.3 PWD,Annexure III (PWD Roads),288 I o rhat & Titabar T.R. Dergaon & Titabor Territorial Road Division in Jorhat 11.9400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Jorhat,10.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"297 lorhat & Tita bar T.R. under SDRF under Jorhat, Dergaon & Titabor 10.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,4.5,SDRF,45.3 PWD,Annexure III (PWD Roads),Kokrajhar R.R Nayekgaon Anuiuli Road Culvert approach damaged 4.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,6.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Kokrajhar R.R Nayekgaon Chakrasila Road Culvert approach 6.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Kokrajhar R.R Hatimatha PWD Road to Habrubari village link Road 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,3.0,SDRF,45.3 PWD,Annexure III (PWD Roads),299 Kokrajhar Kokrajhar R.R Nayekgaon Chakrasila Road under SDRF for the year 3.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,3.5,SDRF,45.3 PWD,Annexure III (PWD Roads),300 Ko krajha r Kokrajhar R.R Nayekgaon Chakrasila Road under SDRF for the year 3.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,3.5,SDRF,45.3 PWD,Annexure III (PWD Roads),302 Kokrajha r Kokrajhar R.R Nayekgaon Chakrasila Road under SDRF for the year 3.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,3.0,SDRF,45.3 PWD,Annexure III (PWD Roads),303 Kokrajhar Kokrajhar R.R Jhornagara Salbari to Salkocha Road under SDRF for 3.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,49.7,SDRF,45.3 PWD,Annexure III (PWD Roads),305 Kokrajha r 2o2L-22 (Providing Earth work and GSB Works from 49.7000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,48.392,SDRF,45.3 PWD,Annexure III (PWD Roads),306 Kokrajha r (FDR) for the year 2027-22 lPtoviding Earth work 48.3920,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,40.5,SDRF,45.3 PWD,Annexure III (PWD Roads),307 Kokrajhar Kokrajhar R.R. the year 2021-?2 lProviding Earth work and GSB 40.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,49.95,SDRF,45.3 PWD,Annexure III (PWD Roads),308 Kokrajha r Kokrajhar R.R 2027-22 lProviding Earth work and GSB Works from 49.9500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,48.594,SDRF,45.3 PWD,Annexure III (PWD Roads),310 Kokra.iha r Kokrajhar R.R. yeat 202!-22 (Providing Earth work and GSB works 48.5940,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,49.206,SDRF,45.3 PWD,Annexure III (PWD Roads),311 Kokrajhar Kokrajhar R.R. the year 2021-22 (Providing Earth work and GSB 49.2060,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,50.0,SDRF,45.3 PWD,Annexure III (PWD Roads),314 Kokrajhar K Di o v k is r i a on jhar R.R f W or o t r h k e s y f e r a o r m 20 C 2! h -2 . 2 0 l . P 0 r 0 o m vi,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,49.5,SDRF,45.3 PWD,Annexure III (PWD Roads),315 Kokrajha r Kokrajhar R.R f y r e o ar m 20 ? C !- h 22 .- 0 (P 0 r . o 0 v 0 id m in g t o ea rth 1 w 1 o 5 r 0 k . ,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,48.502,SDRF,45.3 PWD,Annexure III (PWD Roads),316 Kokrajha r Kokrajhar R.R. under SDRF (FDR) for the year 2021-22 (Providing 48.5020,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,46.014,SDRF,45.3 PWD,Annexure III (PWD Roads),319 Kokrajha r Kokrajhar R. R. the year 2021-22 (Providing earth work in erosion 46.0140,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,13.6,SDRF,45.3 PWD,Annexure III (PWD Roads),320 Kokrajha r Kokrajhar R.R the year 2021.-22 (Providing metalling & black 13.6000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,39.015,SDRF,45.3 PWD,Annexure III (PWD Roads),32t Kokrajha r 39.0150,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,48.7,SDRF,45.3 PWD,Annexure III (PWD Roads),322 Kokrajhar 48.7000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,38.795,SDRF,45.3 PWD,Annexure III (PWD Roads),323 Kokrajha r year 2O2L-22 (Providing MT &BT in washout portion 38.7950,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,39.76,SDRF,45.3 PWD,Annexure III (PWD Roads),324 Kokrajhar for the year 2O2L-22 (Providing earth work and GSB 39.7600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,1.5,SDRF,45.3 PWD,Annexure III (PWD Roads),326 Kokrajha r 1.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,45.491,SDRF,45.3 PWD,Annexure III (PWD Roads),327 Kokrajha r 45.4910,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,42.175,SDRF,45.3 PWD,Annexure III (PWD Roads),328 Kokrajhar year 2O2l-22 (Providing earth work and GSB works 42.1750,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,46.02,SDRF,45.3 PWD,Annexure III (PWD Roads),329 Ko krajha r year 2O2L-Z?lProviding Earth work and GSB works 46.0200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,48.67,SDRF,45.3 PWD,Annexure III (PWD Roads),331 Kokrajha r 48.6700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,36.91,SDRF,45.3 PWD,Annexure III (PWD Roads),332 Kokrajha r 36.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,27.65,SDRF,45.3 PWD,Annexure III (PWD Roads),333 Kokrajha r (Br. No. 2/1 and 3/2) under SDRF for the year 2021- 27.6500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,15.44,SDRF,45.3 PWD,Annexure III (PWD Roads),334 Kokrajha r Kokrajhar R. R. approach eroded) at Br. No. 5/3 under SDRF (FDR) 15.4400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Kokrajhar,8.28,SDRF,45.3 PWD,Annexure III (PWD Roads),337 Kokrajhar Kokrajhar R.R Gossaigaon Road under SDRF for the year 2021-22 8.2800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,20.0,SDRF,45.3 PWD,Annexure III (PWD Roads),348 Nagaon Dhing & Raha 20.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,199.94,SDRF,45.3 PWD,Annexure III (PWD Roads),350 Nagaon Dhing & Raha providing boulder protection along erroded portion 199.9400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,101.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Nagaon Dhing & Raha 2nd Km by providing boulder protection along 101.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,8.0,SDRF,45.3 PWD,Annexure III (PWD Roads),3s2 Nagaon Dhing & Raha under SDRF for the year 202L-22 8.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nagaon,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),353 Nagaon Dhing & Raha Culvert) under SDRF for the year 2021-22 15.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sivsagar,47.05,SDRF,45.3 PWD,Annexure III (PWD Roads),3s8 Sivasagar 47.0500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sivsagar,8.163,SDRF,45.3 PWD,Annexure III (PWD Roads),360 Sivasagar 8.1630,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,10.254,SDRF,45.3 PWD,Annexure III (PWD Roads),361 Sonitpur Rangapara 10.2540,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,31.544,SDRF,45.3 PWD,Annexure III (PWD Roads),362 Sonitpur & Ra ngapara Road under SDRF for the year 2027-22 under 31.5440,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Sonitpur,40.0,SDRF,45.3 PWD,Annexure III (PWD Roads),366 Sonitpur & Rangapara & 15th -15th KM (40.00KM) under SDRF for the year,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Udalguri,14.08,SDRF,45.3 PWD,Annexure III (PWD Roads),373 Udalguri 9th km under SDRF for the year 2021-22 14.0800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Udalguri,19.52,SDRF,45.3 PWD,Annexure III (PWD Roads),375 Udalguri 19.5200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Udalguri,17.58,SDRF,45.3 PWD,Annexure III (PWD Roads),377 Udalguri 17.5800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Udalguri,26.92,SDRF,45.3 PWD,Annexure III (PWD Roads),378 Udalguri 26.9200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Udalguri,3.161,SDRF,45.3 PWD,Annexure III (PWD Roads),379 Uda lgu ri Udalguri (R & B) Division under SDRF for 2027-22 ( 3.1610,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nalbari,10.1,SDRF,45.3 PWD,Annexure III (PWD Roads),382 Nalbari 10.1000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nalbari,8.06,SDRF,45.3 PWD,Annexure III (PWD Roads),383 Nalbari 8.0600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nalbari,19.45,SDRF,45.3 PWD,Annexure III (PWD Roads),384 Nalbari 19.4500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Nalbari,3.13,SDRF,45.3 PWD,Annexure III (PWD Roads),385 Nalbari 3.1300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),386 Barpeta tacharkuchi & 15.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),387 Barpeta tacharkuchi & 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.5,SDRF,45.3 PWD,Annexure III (PWD Roads),"388 Barpeta tacharkuchi & single bamboo palasiding, Dumping of sand filled 7.5000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,25.0,SDRF,45.3 PWD,Annexure III (PWD Roads),389 Barpeta tacharkuchi & 25.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),391 Barpeta tacharkuchi & single bamboo palasiding & Dumping of sand filled 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,12.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"394 Barpeta tacharkuchi & bamboo palasiding , A-type bamboo Spur and 12.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,2.519,SDRF,45.3 PWD,Annexure III (PWD Roads),"396 Barpeta Baghbor under SDRF for the year 2O2L-22 of Barpeta district, 2.519 s",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,0.41,SDRF,45.3 PWD,Annexure III (PWD Roads),398 Barpeta Bagh bo r No. 3/1 of Kahibari Dongra Palhaji Road under SDRF 0.4100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,3.89,SDRF,45.3 PWD,Annexure III (PWD Roads),399 Barpeta Baghbor Nangalkur Road under SDRF for the Year 2027-72 of 3.8900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.68,SDRF,45.3 PWD,Annexure III (PWD Roads),400 Barpeta Baghbor Dattakuchi Road (RR) under SDRF for the year 2021- 1.6800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.08,SDRF,45.3 PWD,Annexure III (PWD Roads),402 Barpeta Baghbor Howly Joypur Road under SDRF for the year 2O21- 1.0800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,0.42,SDRF,45.3 PWD,Annexure III (PWD Roads),403 Barpeta Baghbor lhe year 2021-22 0.4200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.7,SDRF,45.3 PWD,Annexure III (PWD Roads),404 Barpeta Baghbor road under SDRF for the year 2021-22 4.7000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.86,SDRF,45.3 PWD,Annexure III (PWD Roads),405 Barpeta Baghbor road under SDRF for the year 2021-22 1.8600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.74,SDRF,45.3 PWD,Annexure III (PWD Roads),406 Barpeta Baghbor SDRF for the year 2021-22 5.7400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"408 Barpeta bagh ba r & year 202!-22 under Barpeta, baghbar & Chenga 15.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,10.0,SDRF,45.3 PWD,Annexure III (PWD Roads),409 Barpeta baghbar & Rowmari Pathar Road to Chenimari Road under 10.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,2.25,SDRF,45.3 PWD,Annexure III (PWD Roads),"410 Barpeta Bagh bo r (Providing sand filled cement pitching, bamboo 2.2500",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.5,SDRF,45.3 PWD,Annexure III (PWD Roads),"477 Barpeta Bagh bo r (Providing sand filled cement pitching, bamboo 4.5000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,150.0,SDRF,45.3 PWD,Annexure III (PWD Roads),472 Barpeta Baghbo r SDRF for the year 2027-22 Pkg no As-01-358 150.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,85.0,SDRF,45.3 PWD,Annexure III (PWD Roads),413 Barpeta Baghbor 85.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"474 Barpeta Baghbor E/W, GSB, WBM-lll, PC&SC & Tr foot bridge 2 nos) in 12 5.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),418 Barpeta baghbar & Territorial Road Division (Providing Bamboo 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"419 Ba rpeta bagh ba r & Barpeta Doulasal Road (Bamboo Palasiding, sand 5.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"Barpeta, SDRF for the yeat 2O2L-22 undere Barpeta, baghbar 4.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),422 Barpeta Chenga Chenga Territorial Road Division (providing Bamboo 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.6,SDRF,45.3 PWD,Annexure III (PWD Roads),423 Barpeta baghbar & Road under SDRF fot the yeat 202L-72 1.6000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,2.9864,SDRF,45.3 PWD,Annexure III (PWD Roads),"424 Barpeta Chenga the yeat 2021-22 of Barpeta District, Barpeta LAC 2.9864",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,3.6,SDRF,45.3 PWD,Annexure III (PWD Roads),425 Barpeta Baghbor approach road under SDRF for the year 2021-22 3.6000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.56,SDRF,45.3 PWD,Annexure III (PWD Roads),426 Barpeta Bagh bor for the year 2027-22 1.5600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),427 Barpeta bagh ba r & (RR) under SDRF fot the Yea( 2021- 22 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),428 Barpeta Sorbhog & under SDRF for the year 2021'-22 tn 40 No Sorbhog 15.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,18.613,SDRF,45.3 PWD,Annexure III (PWD Roads),429 Barpeta 18.6130,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,69.328,SDRF,45.3 PWD,Annexure III (PWD Roads),431 Barpeta 69.3280,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.125,SDRF,45.3 PWD,Annexure III (PWD Roads),433 Barpeta 4.1250,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,9.886,SDRF,45.3 PWD,Annexure III (PWD Roads),435 Barpeta 9.8860,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.274,SDRF,45.3 PWD,Annexure III (PWD Roads),"436 Barpeta 51/1 approach at SH2 under SDRF for the yeat 2027- 1,7.2740",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,41.016,SDRF,45.3 PWD,Annexure III (PWD Roads),438 Barpeta 41.0160,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,38.53,SDRF,45.3 PWD,Annexure III (PWD Roads),439 Barpeta 38.5300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,11.83,SDRF,45.3 PWD,Annexure III (PWD Roads),440 Barpeta Kharbally Road under sDRF for the year 2021-22 of 11.8300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,12.103,SDRF,45.3 PWD,Annexure III (PWD Roads),447 Barpeta Kalgachia Kararkur Road-under SDRF for the year 12.1030,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,2.533,SDRF,45.3 PWD,Annexure III (PWD Roads),442 Barpeta Sorbhog & Madrassa via pub balarpathar under SDRF for the 3 2.5330,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,35.378,SDRF,45.3 PWD,Annexure III (PWD Roads),444 Barpeta Sorbhog & Kharbally Road under SDRF for the year 2021-22 of 35.3780,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,9.949,SDRF,45.3 PWD,Annexure III (PWD Roads),Sorbhog & 5H2 (Manas Bridge approach to Barpeta Medical 9.9490,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,6.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"454 Barpeta (providng single bamboo palasiding, Dumping of 6.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,3.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"455 Barpeta (providng single bamboo palasiding, Dumping of 3.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,3.0,SDRF,45.3 PWD,Annexure III (PWD Roads),456 Barpeta 3.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,12.0,SDRF,45.3 PWD,Annexure III (PWD Roads),457 Barpeta 12.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),458 Barpeta 15.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),459 Barpeta 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"450 Barpeta 2027-22 (Providng single bamboo palasiding, 7.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),46L Barpeta 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,1.5,SDRF,45.3 PWD,Annexure III (PWD Roads),462 Barpeta Sarukhetri TR under SDRF for the year 2021-22 (Repairing of RCC 1.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"463 Barpeta 22 (Providng single bamboo palasiding, Dumping of 7.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,3.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"464 Barpeta Sarukhetri TR single bamboo palasiding, Dumping of sand filled 3.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),465 Barpeta 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,2.0,SDRF,45.3 PWD,Annexure III (PWD Roads),466 Barpeta 2.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,9.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"467 Barpeta 2OZL-22 (Providng single bamboo palasiding, 9.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Barpeta,20.0,SDRF,45.3 PWD,Annexure III (PWD Roads),473 Barpeta Jania T.R. Kalitapara Road under SDRF for the year 2021-22 in 20.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,15.31,SDRF,45.3 PWD,Annexure III (PWD Roads),"Chirang (R&B) Betni road in Chirang District, BTR, Assam under 15.3100",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,2.74,SDRF,45.3 PWD,Annexure III (PWD Roads),479 Chirang 2.7400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,4.86,SDRF,45.3 PWD,Annexure III (PWD Roads),480 Chirang 4.8600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,5.21,SDRF,45.3 PWD,Annexure III (PWD Roads),481 Ch ira ng 5.2100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,3.96,SDRF,45.3 PWD,Annexure III (PWD Roads),"483 Chirang for the year 2021,-22. (Constn. of Bamboo Palisading 3.9600",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,2.34,SDRF,45.3 PWD,Annexure III (PWD Roads),487 Chirang Pub Baldi in Chirang District under SDRF for the year 2.3400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Chirang,4.94,SDRF,45.3 PWD,Annexure III (PWD Roads),"Chirang (R&B) Padmapur in Chirang District, BTR, Assam under 4.9400",project table,45th_sec_meeting.pdf
