source,name,designation,department
52nd_sec_meeting,"Dilip Kumar Borah, ACS","Secretary, Finance, Handloom Textiles etc.",
52nd_sec_meeting,"Anasua Dutta Barua, ACS","Secretary, Food, Public Distribution and Consumer Affairs",
52nd_sec_meeting,"Smti Meenakshi Das Nath, ACS","Secretary & Additional CEO, ASDMA",
52nd_sec_meeting,Pranab Borah,"Director, Design, Water Resource Dept.",
52nd_sec_meeting,"Varshaty Das, ACS","Secretary, Soil Conservation Dept.",
52nd_sec_meeting,"Paban Terang, ACS","Secretary, Public Works Roads Dept.",
52nd_sec_meeting,"Dr. Sadnek Singh, ACS","Secretary, Animal Husbandry & Veterinary Dept.",
52nd_sec_meeting,"Tej Prasad Bhusal, ACS","Secretary, Agriculture Dept.",
52nd_sec_meeting,Sanjoy Dutta,Executive Director,SSA
52nd_sec_meeting,S.M. Zahid Chistie,Additional Secretary,Power
52nd_sec_meeting,Dr. N.S. Borkala,Deputy Director,"F & ES, Assam"
52nd_sec_meeting,Sanjib K. Bhattacharya,Deputy Director,Irrigation
52nd_sec_meeting,Deepak Singh Raghuvansi,Deputy Director,"CWC, M&A, BBO"
52nd_sec_meeting,Seema Rabha,Executive Engineer (I/C),GMDA
52nd_sec_meeting,Dr. S. A. Ahmed,Superintendent of Police,Fire & Emergency Services
52nd_sec_meeting,Biraj Das,Superintendent of Police,Communication
52nd_sec_meeting,Pooravi Nath,Deputy General Manager,Power
52nd_sec_meeting,Himangshu Baruah,Division Officer (T),"F & ES, Assam"
52nd_sec_meeting,Ruth Lienthang,Joint Secretary,Personnel
52nd_sec_meeting,Smti Indrani Laskar,Joint Secretary,Health & Family Welfare
52nd_sec_meeting,Kajal M. Das,Joint Secretary (I/C),PW (B&NH) Dept.
52nd_sec_meeting,Biswajit Kalita,Under Secretary,PWD
52nd_sec_meeting,Siddartha S. Sarmah,Under Secretary,PWD
52nd_sec_meeting,Indrajit Phukan,Superintendent Engineer,Public Health Engineering
52nd_sec_meeting,D.J. Borgohain,Consultant,Water Resources
53rd_sec_meeting_2,"Dr. Ravi Kota, IAS","Chief Secretary, Assam",
53rd_sec_meeting_2,"Dr. Binod Kumar , IPS",IGP (F & ES),
53rd_sec_meeting_2,"Dr. Om Prakash, IAS","Commissioner & Secretary, Revenue & Disaster Management Dept.",
53rd_sec_meeting_2,"Shri. Narsing Pawar, IAS","Secretary, Finance",
53rd_sec_meeting_2,"Shri Jadav Saikia, IAS","Secretary, Power Dept.",
53rd_sec_meeting_2,"Shri. Anant Lal Gyani, IAS","Secretary, Revenue & Disaster Management Department",
53rd_sec_meeting_2,"Smti. Meenakshi Das Nath, ACS","Secretary, Revenue & Disaster Management Department & Additional CEO, ASDMA",
53rd_sec_meeting_2,"Monita Borgohain, ACS",Secretary Personnel,
53rd_sec_meeting_2,R. R. Bora,"Secretary, Soil Conservation",
53rd_sec_meeting_2,"P. R. Khaund, IAS",Secretary,Irrigation
53rd_sec_meeting_2,"Varshaty Das, IAS",Secretary,Soil Conservation
53rd_sec_meeting_2,"Kavyashree Mahanta, IAS",Secretary,Fishery
53rd_sec_meeting_2,"Dr. Sadnek Singh, IAS",Secretary,Animal Husbandry & Veterinary
53rd_sec_meeting_2,"Madhu Sudhan Nath, ACS",Secretary,W&CD Dept.
53rd_sec_meeting_2,Gayatri Bhattacharya,Secretary,Public Health Engineering
53rd_sec_meeting_2,"Indrani Laskar, ACS",Addl. Secretary,Health & Family Welfare
53rd_sec_meeting_2,"Pranati Majumdar, ACS",Addl. Secretary,Agriculture
53rd_sec_meeting_2,Dr. Sadique Ali Ahmed,SP,Fire & Emergency Services
53rd_sec_meeting_2,"Biraj Das, APTS",Superintendent of Police (C),"Assam Police, APRO"
53rd_sec_meeting_2,"Shri Shyamal Kshetra Gogoi, ACS",Joint Secretary,Revenue & DM
53rd_sec_meeting_2,"Dilip Kr. Bothra, ACS",Jt. Secretary,Home & Political Dept.
53rd_sec_meeting_2,Dipak Kr. Bora,Jt. Secretary,Soil Conservation
53rd_sec_meeting_2,Trailukya Deori,Jt. Secretary,Education
53rd_sec_meeting_2,Sachindra Das,Jt. Secretary,Forest
53rd_sec_meeting_2,Paban Terang,Commissioner & Spl. Secretary,Water Resources
53rd_sec_meeting_2,Munindra Sharma,Spl. Secretary,P&RD Dept.
53rd_sec_meeting_2,Siddhartha S. Sarmah,U/Secretary,PWD
53rd_sec_meeting_2,Sanjib Kr. Bhattacharya,Deputy Director cum Nodal Officer,Irrigation
53rd_sec_meeting_2,B. J. Sarmah,Chief Engineer,Water Resources
53rd_sec_meeting_2,F. M. Siddique,Chief Engineer,Irrigation
53rd_sec_meeting_2,"Himangshu Baruah, APS",Divisional Officer(T),Assam
53rd_sec_meeting_2,"Shri Alakananda Medhi, ACS",Deputy Secretary,Revenue & DM
53rd_sec_meeting_2,Biswajit Kalita,Deputy Secretary,Water Resources
53rd_sec_meeting_2,Irfan Khan,Sr. S. O,
53rd_sec_meeting_2,Rakesh Das,Inspector (T),APRO
53rd_sec_meeting_2,Jyotirmoy Kalita,Executive Engineer (PHE),
53rd_sec_meeting_2,Sudip Kr. Roy,"AEE(EDRT),WRD",
53rd_sec_meeting_2,Modhusmita Kumari,"Asst. Executive Engineer (TC), O/O The Secretary, ASBVFC Board WR Dept",
54th_sec_meeting,"Dr. Ravi Kota, IAS",Chief Secretary,Assam
54th_sec_meeting,"Ajay Tewari, IAS",Addl. Chief Secretary,Home & Political
54th_sec_meeting,"L.S. Changsang, IAS",Addl. Chief Secretary,ASDMA
54th_sec_meeting,"Surendra Kumar, IPS",Director,Fire & Emergency Services
54th_sec_meeting,"D. Mukherjee, IPS",IGP,F&ES
54th_sec_meeting,"Arabinda Kalita, IPS",IGP,CD & HG
54th_sec_meeting,"Dr. Sadique Ali Ahmed, IPS",SSP,Fire & Emergency Services
54th_sec_meeting,Biraj Das,"SSP (C), Assam Police, APRO",
54th_sec_meeting,Paban Terang,Commissioner & Special Secretary,Water Resources
54th_sec_meeting,"Meenakshi Das Nath, ACS",Secretary,ASDMA
54th_sec_meeting,"R. R. Bora, ACS",Secretary,Soil Conservation
54th_sec_meeting,Oinam Saran Kumar,Secretary,Water Resources
54th_sec_meeting,Richand Ahmed,Secretary,FPD&CA
54th_sec_meeting,Anasua Dutta Barua,Secretary,FPD & CA
54th_sec_meeting,Mauchumi Barua,Secretary,Finance
54th_sec_meeting,G. Phukan,Secretary,Public Health Engineering
54th_sec_meeting,Arup Kr. Sarma,Additional Secretary,P&RD
54th_sec_meeting,Bibha Medok,Additional Secretary,T&D Dept.
54th_sec_meeting,Sanjay Dutta,Additional Secretary,Education
54th_sec_meeting,Pranati Majumdar,Additional Secretary,Agriculture
54th_sec_meeting,Madhumita Bhagwati,Additional Secretary,Education
54th_sec_meeting,Rahul Dev Basumatary,Joint Secretary,PW(B&H)
54th_sec_meeting,"Lakhimi Dutta, ACS","Secretary, Health & FW Deptt.",
54th_sec_meeting,Poorvi Nath,"DGM, NO, APDCL",
54th_sec_meeting,C. R. Das,Director,Soil Conservation
54th_sec_meeting,Pranab Borah,"Director Design, (Water Resources Dept.)",
54th_sec_meeting,Pradip Dutta,Joint Director,Soil Conservation
54th_sec_meeting,Bhaskar J. Sarmah,Chief Engineer,Water Resources
54th_sec_meeting,D. Roy Chowdhury,Chief Engineer,Irrigation
54th_sec_meeting,Deepjyoti Gogoi,Senior Geologist,"GS, Assam, Guwahati"
54th_sec_meeting,Biswajit Kalita,Under Secretary,Water Resources
54th_sec_meeting,Badan Ch. Goswami,Executive Engineer,Water Resources
54th_sec_meeting,Mrinal Bora,Executive Engineer,PWD
54th_sec_meeting,Jeeten Das,Executive Engineer,Water Resources
54th_sec_meeting,Chandan Deka,"AEE, PWD (R), O/o the C.E. PWD (R)",
54th_sec_meeting,Rouf Ahmed,"AEE, PWD (R), N.BRBRTRD, Nagaon",
54th_sec_meeting,Priskily Lalsim,ASCO,Soil Conservation
54th_sec_meeting,Deepanjali Brahma,DSCO,Soil Conservation
54th_sec_meeting,Dr. Chirag Gupta,In-charge UAV Lab/Facility,"NESAC, Umiam"
54th_sec_meeting,Gobinda Sinha,SE,PWD
54th_sec_meeting,Sudip Kr. Roy,Asstt. Executive Engineer,"EDRT, W.R Dept."
54th_sec_meeting,Khuman Kalita,E.E.,Water Resources
54th_sec_meeting,Jayanta Kr. Das,A.E. Darrang Water Resource Division,
54th_sec_meeting,Uttam Bhowmik,Superintendent Engineer,Water Resources
54th_sec_meeting,Hemanga Talukdar,JSO,"Civil Defence, Assam"
54th_sec_meeting,Jyotirmay Kalita,E.E (PHE),
54th_sec_meeting,Sanjib Kr. Bhattacharya,N.O. (DM),Irrigation
54th_sec_meeting,Anamika Tamuli,Planning Officer O/o DSC,
54th_sec_meeting,Jugal Jyoti Das,O/o Directorate of S.C. Assam,
55th_sec_meeting_0,"Dr. Ravi Kota, IAS","Chief Secretary, Assam & Chairperson",ASDMA
55th_sec_meeting_0,"L. Sweety Changsang, IAS",Chief Executive Officer,Assam State Disaster Management Authority
55th_sec_meeting_0,"Dr. Ravi Kota, IAS",Chief Secretary to the Govt. of Assam,
55th_sec_meeting_0,"Smt. L. Sweety Changsang, IAS","Additional Chief Secretary & CEO, ASDMA",
55th_sec_meeting_0,"Surendra Kumar, IPS","Director, F&ES",
55th_sec_meeting_0,"D. Mukherjee, IPS",IGP Border and F&ES,
55th_sec_meeting_0,"Mridul Shivhare, IAS",SO to Chief Secretary,
55th_sec_meeting_0,"R.R. Bora, IAS","Commissioner & Secretary, Soil Conservation Department",
55th_sec_meeting_0,"Dr. Sadnek Singh, IAS","Secretary, AH&V Department",
55th_sec_meeting_0,"Ambunath M.P., IAS","CEO, GMDA",
55th_sec_meeting_0,"Smt. Meenakshi Das Nath, ACS","Secretary & Additional CEO, ASDMA",
55th_sec_meeting_0,"Madhumita Bhagawad, ACS","Secretary, School Education Department",
55th_sec_meeting_0,Nivedita Laskar,"Secretary, Home & Political Department",
55th_sec_meeting_0,D. Roy Choudhury,"Secretary, Irrigation Department",
55th_sec_meeting_0,Debajit Bhuyan,"Special Secretary, PWRD",
55th_sec_meeting_0,Sangita Saikia,"Additional Secretary, F, PD & CA",
55th_sec_meeting_0,Sibha Medak,"Additional Secretary, I&D Deptt",
55th_sec_meeting_0,Abhijit Sinha,"Additional Secretary, WCD Department",
55th_sec_meeting_0,Rahul Dev Basumatary,"Joint secretary, PWD (B&NH)",
55th_sec_meeting_0,Dr. Sanjay O' Neill Shaw,"Head, IMD Guwahati",
55th_sec_meeting_0,"Alakananda Medhi, ACS","Deputy Secretary & SPC, ASDMA",
55th_sec_meeting_0,Hari Charan Dami,"Deputy Secretary, Soil Conservation Department",
55th_sec_meeting_0,Anamika Tamuly,"P.O. O/O SCD, Ghy-05",
55th_sec_meeting_0,A Z Zaman,"PE, Samagra Siksha",
55th_sec_meeting_0,Samiran Das,"PO, DoSE",
55th_sec_meeting_0,Er. Rajesh Dutta,Engg. Consultant (EQ Risk Mitigation),
55th_sec_meeting_0,Mirza Md. Irshad,"Project Manager, ASDMA",
55th_sec_meeting_0,Manik Lal Dev,"FO, ASDMA",
55th_sec_meeting_0,Rakesh Das,"Inspector, Assam Police",
55th_sec_meeting_0,Monjoy Karigassa,"AEE, WRD",
55th_sec_meeting_0,Seema Rabha,"FE, GMDA",
55th_sec_meeting_0,Amar Teron,"Deputy Director, EDRT, WRD",
55th_sec_meeting_0,Suleman Ali Ahmed,"EE, S. Salmara Mancangachar WR Division",
55th_sec_meeting_0,Nil Ratan Sarkar,"AEE, S. Salmara Mancangachar WR Division",
55th_sec_meeting_0,Sanjib Kr. Bhttacharya,Deputy Director cum N.O. (DM),
55th_sec_meeting_0,Dhaneshwar Boro,"EE, Udalguri Mazbat Division, Irrigation",
55th_sec_meeting_0,Santanu Sarmah,"AEE, Udalguri Mazbat Division, Irrigation",
55th_sec_meeting_0,Praneshwar Narzary,"Executive Engineer, Irrigation Dhansiri Project Division (I)",
55th_sec_meeting_0,Pooravi Nath,"DGM, N.O. APDCL",
55th_sec_meeting_0,Manash Jyoti Das,"Under Secretary to the Govt. of Assam, HED",
55th_sec_meeting_0,Pulin Bhuyan,"SSP (Communication) APRO, Guwahati",
55th_sec_meeting_0,Bhaskar Jyoti Talukdar,"Additional Chief Engineer, PHE Department",
55th_sec_meeting_0,Abidur Rahman,"AEE, PWD (Bldg.) Assam",
55th_sec_meeting_0,Jyotimoy Kalita,EE (PHE),
55th_sec_meeting_0,F.M. Siddique,CEI,
55th_sec_meeting_0,Anurag Dutta,"AE, PWRD, Dhakuakhana and Nawbichak TRD",
55th_sec_meeting_0,Biswajit Kalita,"Under Secretary, PWRD",
55th_sec_meeting_0,Pranab Borah,"Director Design, WR Department",
55th_sec_meeting_0,Siba Kanta Sarma,Range Officer,
55th_sec_meeting_0,R.N. Das,"D.S.C.O. Soil Conservation, Udalguri",
55th_sec_meeting_0,K K Kalita,"SPO, Samagra Siksha, Assam",
55th_sec_meeting_0,Himangshu Baruah,"Divisional Officer (Tech) F&ES, Assam",
55th_sec_meeting_0,S.J. Rahman,"Divisional Officer, Soil Conservation, Golaghat",
55th_sec_meeting_0,Tafikur Rahman,"Divisional Officer, Baksa Soil Conservation Division",
55th_sec_meeting_0,Jayanta Kr. Das,"AE, Darrang WRD",
55th_sec_meeting_0,Su dip Kr. Roy,AEE (EDRT) WRD,
55th_sec_meeting_0,Jeeten Das,"EE, Darrang WR Division",
55th_sec_meeting_0,Abdul Matin,"AEE, WRD",
