,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
2203,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.4744781649052189,9456,2022_08,18-307-00144
2204,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.3322385112271565,9877,2022_08,18-307-00145
2205,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.2854572076371421,8349,2022_08,18-307-00146
2206,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.2621807990675752,5049,2022_08,18-307-00147
2207,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.3816034317016601,160,2022_08,18-308-00148
2208,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.6143298639696066,2809,2022_08,18-308-00149
2209,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.418072418693784,7171,2022_08,18-308-00150
2210,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.3497680627914939,13508,2022_08,18-308-00151
2211,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.2990060489081276,15478,2022_08,18-308-00152
2212,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.3807319755606241,5864,2022_08,18-308-00153
2213,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.4562806892580019,15465,2022_08,18-309-00154
2214,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.4926889049238182,16966,2022_08,18-309-00155
2215,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.4825983147971674,16134,2022_08,18-309-00156
2216,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.6503949165344238,20480,2022_08,18-309-00157
2217,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.1698158471464791,13065,2022_08,18-310-00158
2218,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.2969624728442513,7106,2022_08,18-310-00159
2219,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.2293800463516746,11913,2022_08,18-310-00160
2220,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.3775384705519505,6434,2022_08,18-310-00161
2221,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.2865979548954823,7122,2022_08,18-310-00162
2222,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.4220013153360899,7074,2022_08,18-310-00163
2223,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.4931477030113568,8387,2022_08,18-310-00164
2224,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.2934883075627679,8165,2022_08,18-311-00165
2225,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.3251426156850961,1625,2022_08,18-311-00166
2226,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,,0,2022_08,18-311-00167
2227,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,,0,2022_08,18-311-00168
2228,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,,0,2022_08,18-312-00169
2229,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,,0,2022_08,18-312-00170
2230,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,,0,2022_08,18-312-00171
2231,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,,0,2022_08,18-313-00172
2232,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,,0,2022_08,18-313-00173
2233,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,,0,2022_08,18-313-00174
2234,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,,0,2022_08,18-313-00175
2235,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,,0,2022_08,18-313-00176
2236,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,,0,2022_08,18-313-00177
2237,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,,0,2022_08,18-314-00178
2238,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,,0,2022_08,18-314-00179
2239,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,,0,2022_08,18-315-00180
2240,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,,0,2022_08,18-315-00181
2241,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,,0,2022_08,18-315-00182
2242,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,,0,2022_08,18-315-00183
2243,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,,0,2022_08,18-316-00184
2244,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,,0,2022_08,18-316-00185
2245,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,,0,2022_08,18-316-00186
2246,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,,0,2022_08,18-316-00187
2247,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,,0,2022_08,18-316-00188
2248,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,,0,2022_08,18-317-00189
2249,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,,0,2022_08,18-317-00190
2250,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,,0,2022_08,18-317-00191
2251,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,,0,2022_08,18-317-00192
2252,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,,0,2022_08,18-317-00193
2253,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,,0,2022_08,18-318-00194
2254,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,,0,2022_08,18-318-00195
2255,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,,0,2022_08,18-318-00196
2256,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,,0,2022_08,18-318-00197
2257,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,,0,2022_08,18-319-00198
2258,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,,0,2022_08,18-319-00199
2259,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,,0,2022_08,18-319-00200
2260,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,,0,2022_08,18-319-00201
2261,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,,0,2022_08,18-319-00202
2262,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,,0,2022_08,18-320-00203
2263,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,,0,2022_08,18-320-00204
2264,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,,0,2022_08,18-320-00205
2265,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,,0,2022_08,18-320-00206
2266,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,,0,2022_08,18-320-00207
2267,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,,0,2022_08,18-321-00208
2268,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,,0,2022_08,18-321-00209
2269,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,,0,2022_08,18-321-00210
2270,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,,0,2022_08,18-321-00211
2271,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,,0,2022_08,18-321-00212
2272,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,,0,2022_08,18-321-00213
2273,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,,0,2022_08,18-321-00214
2274,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,,0,2022_08,18-321-00215
2275,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,,0,2022_08,18-321-00216
2276,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,,0,2022_08,18-321-00217
2277,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,,0,2022_08,18-321-00218
2278,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,,0,2022_08,18-322-00219
2279,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,,0,2022_08,18-322-00220
2280,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,,0,2022_08,18-322-00221
2281,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,,0,2022_08,18-323-00222
2282,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,,0,2022_08,18-323-00223
2283,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,,0,2022_08,18-323-00224
2284,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,,0,2022_08,18-323-00225
2285,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,,0,2022_08,18-323-00226
2286,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,,0,2022_08,18-323-00227
2287,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,,0,2022_08,18-323-00228
2288,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,,0,2022_08,18-324-00260
2289,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,,0,2022_08,18-323-00230
2290,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,,0,2022_08,18-324-00231
2291,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,,0,2022_08,18-324-00232
2292,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,,0,2022_08,18-324-00233
2293,Barama,BAKSA,Baksa,Barama,,95546762.3,96,,0,2022_08,18-324-00234
2294,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,,0,2022_08,18-816-00235
2295,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,,0,2022_08,18-816-00236
2296,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,,0,2022_08,18-325-00237
2297,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,,0,2022_08,18-325-00238
2298,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,,0,2022_08,18-325-00239
2299,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,,0,2022_08,18-326-00240
2300,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,,0,2022_08,18-326-00241
2301,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,,0,2022_08,18-326-00242
2302,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,,0,2022_08,18-326-00243
2303,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,,0,2022_08,18-326-00244
2304,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,,0,2022_08,18-326-00245
2305,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,,0,2022_08,18-326-00246
2306,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,,0,2022_08,18-326-00247
2307,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.4051625606053474,5311,2022_08,18-755-00248
2308,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,,0,2022_08,18-756-00249
2309,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,,0,2022_08,18-756-00250
2310,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,,0,2022_08,18-756-00251
2311,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,,0,2022_08,18-757-00252
2312,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,,0,2022_08,18-757-00253
2313,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,,0,2022_08,18-757-00254
2314,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,,0,2022_08,18-759-00255
2315,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,0.0881960573113276,6424,2022_08,18-758-00256
2316,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,0.3420078162407757,4438,2022_08,18-758-00257
2317,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,,0,2022_08,18-816-00258
2318,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,,0,2022_08,18-816-00259
2319,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,,0,2022_08,18-816-00261
2320,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,,0,2022_08,18-324-00262
2321,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,,0,2022_08,18-324-00263
2322,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,,0,2022_08,18-303-00264
2323,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,,0,2022_08,18-799-00265
2324,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,,0,2022_08,18-303-00266
2325,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,,0,2022_08,18-322-00267
2326,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,,0,2022_08,18-326-00268
2327,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,,0,2022_08,18-325-00269
2328,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,,0,2022_08,18-325-00270
2329,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,,0,2022_08,18-304-00271
2330,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,,0,2022_08,18-321-00272
2331,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,,0,2022_08,18-321-00273
2332,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2022_08,18-301-00274
2333,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,,0,2022_08,18-312-00276
2334,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,,0,2022_08,18-312-00277
2335,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.553028747708514,6921,2022_08,18-755-00278
2336,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.5124499797821045,1536,2022_08,18-755-00279
2337,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.1978205563093622,3685,2022_08,18-760-00280
2338,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,-0.0482269203096771,1453,2022_08,18-760-00281
2339,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,,0,2022_08,18-314-00275
2340,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4884056978927976,19202,2020_04,18-300-00101
2341,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.4216213568955838,2839,2020_04,18-300-00102
2342,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.4361647330824487,5464,2020_04,18-300-00103
2343,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.5224903939996068,17803,2020_04,18-300-00104
2344,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.4269577933220284,5031,2020_04,18-300-00105
2345,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.4482917371902962,1844,2020_04,18-300-00106
2346,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.4780269578005024,2214,2020_04,18-300-00107
2347,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.4919085399823797,1809,2020_04,18-300-00108
2348,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.2242863431035829,3801,2020_04,18-301-00109
2349,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.4189409914269911,3955,2020_04,18-301-00110
2350,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.4263010200743299,3582,2020_04,18-301-00111
2351,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.2850570869923833,6384,2020_04,18-301-00112
2352,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.3794153471094342,5272,2020_04,18-301-00113
2353,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.3549124775733719,3501,2020_04,18-301-00114
2354,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.2413292119370338,8715,2020_04,18-302-00115
2355,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.361343065174695,9674,2020_04,18-302-00116
2356,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.3333312403188567,8554,2020_04,18-302-00117
2357,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.3959111116192533,3502,2020_04,18-302-00118
2358,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.4047362245920209,4952,2020_04,18-302-00119
2359,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.3041102408448436,4172,2020_04,18-303-00120
2360,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.179133613440906,9175,2020_04,18-303-00121
2361,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.315985177453387,5665,2020_04,18-303-00122
2362,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.3733452113069876,4694,2020_04,18-303-00123
2363,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.4147075658169226,2996,2020_04,18-799-00124
2364,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.3967252029977951,737,2020_04,18-799-00125
2365,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.2706844883110687,3930,2020_04,18-304-00126
2366,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.2936258668574472,4166,2020_04,18-304-00127
2367,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.4062642747742906,6978,2020_04,18-304-00128
2368,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.4109913294883346,3295,2020_04,18-304-00129
2369,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.4501582141935212,10411,2020_04,18-305-00130
2370,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.4200771360356968,6142,2020_04,18-305-00131
2371,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.4484131747159091,5500,2020_04,18-305-00132
2372,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.4104989299718462,4451,2020_04,18-305-00133
2373,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.4047907897016407,6674,2020_04,18-305-00134
2374,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.4159890009403698,6098,2020_04,18-305-00135
2375,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.3800168298101631,6713,2020_04,18-305-00136
2376,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3984471160903834,22139,2020_04,18-306-00137
2377,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.4912468572896988,17998,2020_04,18-306-00138
2378,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2339426738687653,9804,2020_04,18-306-00139
2379,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.3515092706037959,12026,2020_04,18-306-00140
2380,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.4171580834063047,6852,2020_04,18-307-00141
2381,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.392348535517876,5671,2020_04,18-307-00142
2382,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.4371089557962392,2679,2020_04,18-307-00143
2383,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.4633985820994183,9455,2020_04,18-307-00144
2384,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.3845752968622287,11011,2020_04,18-307-00145
2385,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.3962249792389873,8354,2020_04,18-307-00146
2386,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.4181844437747279,5055,2020_04,18-307-00147
2387,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.4530239582061767,160,2020_04,18-308-00148
2388,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.6390623783207993,2809,2020_04,18-308-00149
2389,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.4675402935870171,7171,2020_04,18-308-00150
2390,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.4243096857888116,13514,2020_04,18-308-00151
2391,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.3661317354275762,15468,2020_04,18-308-00152
2392,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.4841432225063938,5865,2020_04,18-308-00153
2393,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.3974601796915416,15464,2020_04,18-309-00154
2394,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.4495456906459978,16966,2020_04,18-309-00155
2395,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.4567840377575922,16135,2020_04,18-309-00156
2396,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.5560130596160888,20480,2020_04,18-309-00157
2397,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.2750927166432315,13068,2020_04,18-310-00158
2398,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.2579195219598754,7106,2020_04,18-310-00159
2399,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.1516473650031486,11910,2020_04,18-310-00160
2400,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.3265492798268962,6434,2020_04,18-310-00161
2401,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.3282426341947874,7127,2020_04,18-310-00162
2402,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.2836732872468723,7074,2020_04,18-310-00163
2403,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.4675416363224907,8389,2020_04,18-310-00164
2404,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.4136150971906821,8642,2020_04,18-311-00165
2405,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.3723310506342135,6987,2020_04,18-311-00166
2406,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,0.4262915926689904,5666,2020_04,18-311-00167
2407,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,0.4415581355297935,6952,2020_04,18-311-00168
2408,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,0.4223680476183121,8093,2020_04,18-312-00169
2409,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.3377080542167175,7534,2020_04,18-312-00170
2410,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,0.4892798883843288,7852,2020_04,18-312-00171
2411,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,0.3794297304679827,15273,2020_04,18-313-00172
2412,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.2313534838640733,8517,2020_04,18-313-00173
2413,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.3594955362906696,5809,2020_04,18-313-00174
2414,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.400914670492116,11796,2020_04,18-313-00175
2415,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.4218475122707275,5711,2020_04,18-313-00176
2416,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.3860877389859896,16113,2020_04,18-313-00177
2417,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.5445301863512594,44070,2020_04,18-314-00178
2418,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.5843171636310224,28083,2020_04,18-314-00179
2419,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,0.5886097881610577,26000,2020_04,18-315-00180
2420,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,0.6498817000487932,18189,2020_04,18-315-00181
2421,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,0.629705066510778,10090,2020_04,18-315-00182
2422,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,0.6341906830035281,32595,2020_04,18-315-00183
2423,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,0.531339340980022,13177,2020_04,18-316-00184
2424,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,0.4311194998673081,14837,2020_04,18-316-00185
2425,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.5330613798434937,7923,2020_04,18-316-00186
2426,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.5480418808692086,17677,2020_04,18-316-00187
2427,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.5185622923296518,13355,2020_04,18-316-00188
2428,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.3884637918297359,3162,2020_04,18-317-00189
2429,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.390839607484879,2387,2020_04,18-317-00190
