,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
1971,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,,0,2019_07,18-321-00273
1972,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2019_07,18-301-00274
1973,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,,0,2019_07,18-312-00276
1974,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,,0,2019_07,18-312-00277
1975,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.5893864360237286,6922,2019_07,18-755-00278
1976,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.6159923888089364,570,2019_07,18-755-00279
1977,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,,0,2019_07,18-760-00280
1978,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,,0,2019_07,18-760-00281
1979,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.360093730583259,3923,2019_07,18-314-00275
1980,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.730692127778599,9301,2022_09,18-300-00101
1981,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.6405419187752108,2727,2022_09,18-300-00102
1982,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.5622927664314147,5464,2022_09,18-300-00103
1983,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.6776770463211337,17801,2022_09,18-300-00104
1984,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7249396128069707,3278,2022_09,18-300-00105
1985,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,,0,2022_09,18-300-00106
1986,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.7072440034822337,737,2022_09,18-300-00107
1987,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.5872843222040838,1809,2022_09,18-300-00108
1988,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.4788606172745923,2422,2022_09,18-301-00109
1989,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,,0,2022_09,18-301-00110
1990,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,,0,2022_09,18-301-00111
1991,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.5832074889386901,407,2022_09,18-301-00112
1992,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.4688856388259911,5272,2022_09,18-301-00113
1993,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.4890520055718933,2901,2022_09,18-301-00114
1994,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.0711067137679433,2460,2022_09,18-302-00115
1995,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.12224365234375,325,2022_09,18-302-00116
1996,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,,0,2022_09,18-302-00117
1997,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,,0,2022_09,18-302-00118
1998,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,,0,2022_09,18-302-00119
1999,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,,0,2022_09,18-303-00120
2000,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,,0,2022_09,18-303-00121
2001,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,,0,2022_09,18-303-00122
2002,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,,0,2022_09,18-303-00123
2003,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,,0,2022_09,18-799-00124
2004,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,,0,2022_09,18-799-00125
2005,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,,0,2022_09,18-304-00126
2006,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,,0,2022_09,18-304-00127
2007,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.3802016973495483,48,2022_09,18-304-00128
2008,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.5504990174031282,1942,2022_09,18-304-00129
2009,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.6435183830151296,10410,2022_09,18-305-00130
2010,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.6094084292194114,6142,2022_09,18-305-00131
2011,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.5342363899822533,5494,2022_09,18-305-00132
2012,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.5066158146840841,3019,2022_09,18-305-00133
2013,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.5064663423263525,6673,2022_09,18-305-00134
2014,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.486917328234024,5876,2022_09,18-305-00135
2015,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.493361426479626,6712,2022_09,18-305-00136
2016,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3755711455138567,4524,2022_09,18-306-00137
2017,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.6786629244288725,17553,2022_09,18-306-00138
2018,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2911581337762091,9801,2022_09,18-306-00139
2019,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.4997625192323686,12024,2022_09,18-306-00140
2020,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.4957814124753721,6852,2022_09,18-307-00141
2021,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.5031762891529594,7341,2022_09,18-307-00142
2022,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.5555037735292575,5960,2022_09,18-307-00143
2023,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.7013193158356159,753,2022_09,18-307-00144
2024,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5286709238027597,3850,2022_09,18-307-00145
2025,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,,0,2022_09,18-307-00146
2026,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,,0,2022_09,18-307-00147
2027,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,,0,2022_09,18-308-00148
2028,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,,0,2022_09,18-308-00149
2029,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,,0,2022_09,18-308-00150
2030,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,,0,2022_09,18-308-00151
2031,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,,0,2022_09,18-308-00152
2032,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,,0,2022_09,18-308-00153
2033,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.6813322798890284,4179,2022_09,18-309-00154
2034,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,,0,2022_09,18-309-00155
2035,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,,0,2022_09,18-309-00156
2036,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,,0,2022_09,18-309-00157
2037,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,,0,2022_09,18-310-00158
2038,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,,0,2022_09,18-310-00159
2039,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,,0,2022_09,18-310-00160
2040,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,,0,2022_09,18-310-00161
2041,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,,0,2022_09,18-310-00162
2042,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,,0,2022_09,18-310-00163
2043,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.5504986445109049,18,2022_09,18-310-00164
2044,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,,0,2022_09,18-311-00165
2045,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,,0,2022_09,18-311-00166
2046,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,,0,2022_09,18-311-00167
2047,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,,0,2022_09,18-311-00168
2048,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,,0,2022_09,18-312-00169
2049,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.4835890207859064,302,2022_09,18-312-00170
2050,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,,0,2022_09,18-312-00171
2051,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,0.5000696402699562,15271,2022_09,18-313-00172
2052,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.2808462907138034,8516,2022_09,18-313-00173
2053,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.4916658007408961,5808,2022_09,18-313-00174
2054,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.5208075161637931,11020,2022_09,18-313-00175
2055,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.6488393851366879,5711,2022_09,18-313-00176
2056,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.617303805060355,16113,2022_09,18-313-00177
2057,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.7613175771499886,44070,2022_09,18-314-00178
2058,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.7944935270003205,28083,2022_09,18-314-00179
2059,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,0.8549175180288462,26000,2022_09,18-315-00180
2060,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,0.8580421524513442,18189,2022_09,18-315-00181
2061,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,0.860166509229435,10090,2022_09,18-315-00182
2062,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,0.8521535607455131,32595,2022_09,18-315-00183
2063,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,0.5866457431153714,13177,2022_09,18-316-00184
2064,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,0.5491458122682845,14835,2022_09,18-316-00185
2065,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.7869007631066199,7923,2022_09,18-316-00186
2066,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.703900581882531,17677,2022_09,18-316-00187
2067,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.7040539591913141,13355,2022_09,18-316-00188
2068,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.2709923864580038,3161,2022_09,18-317-00189
2069,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.4294461209153749,2387,2022_09,18-317-00190
2070,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,0.3393856839294742,4945,2022_09,18-317-00191
2071,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.717666749362997,11872,2022_09,18-317-00192
2072,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.5117169201491617,10140,2022_09,18-317-00193
2073,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,0.3538084570876783,2769,2022_09,18-318-00194
2074,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,0.4249194310229466,2849,2022_09,18-318-00195
2075,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,0.5104140135188088,4785,2022_09,18-318-00196
2076,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,0.746775708304657,13077,2022_09,18-318-00197
2077,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,,0,2022_09,18-319-00198
2078,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,-0.0987346131922835,59,2022_09,18-319-00199
2079,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,,0,2022_09,18-319-00200
2080,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.5040894934013065,885,2022_09,18-319-00201
2081,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,,0,2022_09,18-319-00202
2082,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,0.5631729396043625,226,2022_09,18-320-00203
2083,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,,0,2022_09,18-320-00204
2084,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,0.6532246605563955,10914,2022_09,18-320-00205
2085,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,0.5945308772662213,2882,2022_09,18-320-00206
2086,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,,0,2022_09,18-320-00207
2087,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,,0,2022_09,18-321-00208
2088,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,,0,2022_09,18-321-00209
2089,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,,0,2022_09,18-321-00210
2090,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,,0,2022_09,18-321-00211
2091,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,,0,2022_09,18-321-00212
2092,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,,0,2022_09,18-321-00213
2093,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,,0,2022_09,18-321-00214
2094,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,,0,2022_09,18-321-00215
2095,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,,0,2022_09,18-321-00216
2096,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,,0,2022_09,18-321-00217
2097,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,,0,2022_09,18-321-00218
2098,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,,0,2022_09,18-322-00219
2099,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,,0,2022_09,18-322-00220
2100,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,,0,2022_09,18-322-00221
2101,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,,0,2022_09,18-323-00222
2102,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,,0,2022_09,18-323-00223
2103,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,,0,2022_09,18-323-00224
2104,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,,0,2022_09,18-323-00225
2105,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,,0,2022_09,18-323-00226
2106,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,,0,2022_09,18-323-00227
2107,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,,0,2022_09,18-323-00228
2108,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,,0,2022_09,18-324-00260
2109,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,,0,2022_09,18-323-00230
2110,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,,0,2022_09,18-324-00231
2111,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,,0,2022_09,18-324-00232
2112,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,,0,2022_09,18-324-00233
2113,Barama,BAKSA,Baksa,Barama,,95546762.3,96,,0,2022_09,18-324-00234
2114,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,,0,2022_09,18-816-00235
2115,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,,0,2022_09,18-816-00236
2116,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,,0,2022_09,18-325-00237
2117,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,,0,2022_09,18-325-00238
2118,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,,0,2022_09,18-325-00239
2119,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,,0,2022_09,18-326-00240
2120,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,,0,2022_09,18-326-00241
2121,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,,0,2022_09,18-326-00242
2122,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,,0,2022_09,18-326-00243
2123,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,,0,2022_09,18-326-00244
2124,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,,0,2022_09,18-326-00245
2125,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,,0,2022_09,18-326-00246
2126,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,,0,2022_09,18-326-00247
2127,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.3347516307772482,327,2022_09,18-755-00248
2128,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,0.5372914627284109,18771,2022_09,18-756-00249
2129,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,0.4989205646242202,7694,2022_09,18-756-00250
2130,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,0.6005565870247211,5648,2022_09,18-756-00251
2131,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.5400754612717069,4722,2022_09,18-757-00252
2132,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.5167627614939051,5681,2022_09,18-757-00253
2133,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.6833414713541667,15600,2022_09,18-757-00254
2134,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.8245397508870491,42275,2022_09,18-759-00255
2135,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,,0,2022_09,18-758-00256
2136,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,,0,2022_09,18-758-00257
2137,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,,0,2022_09,18-816-00258
2138,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,,0,2022_09,18-816-00259
2139,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,,0,2022_09,18-816-00261
2140,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,,0,2022_09,18-324-00262
2141,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,,0,2022_09,18-324-00263
2142,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,,0,2022_09,18-303-00264
2143,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,,0,2022_09,18-799-00265
2144,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,,0,2022_09,18-303-00266
2145,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,,0,2022_09,18-322-00267
2146,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,,0,2022_09,18-326-00268
2147,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,,0,2022_09,18-325-00269
2148,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,,0,2022_09,18-325-00270
2149,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,,0,2022_09,18-304-00271
2150,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,,0,2022_09,18-321-00272
2151,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,,0,2022_09,18-321-00273
2152,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,,0,2022_09,18-301-00274
2153,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.5345796095816018,2647,2022_09,18-312-00276
2154,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,,0,2022_09,18-312-00277
2155,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.4999955485402221,3894,2022_09,18-755-00278
2156,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.4996044655847573,2019,2022_09,18-755-00279
2157,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,,0,2022_09,18-760-00280
2158,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.2174391203560985,3548,2022_09,18-760-00281
2159,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.6906711600341199,59203,2022_09,18-314-00275
2160,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.617702825351357,7222,2022_08,18-300-00101
2161,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.507998675284301,2704,2022_08,18-300-00102
2162,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.5358100260110726,133,2022_08,18-300-00103
2163,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,,0,2022_08,18-300-00104
2164,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.5941194868357168,4248,2022_08,18-300-00105
2165,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.6029685383881402,349,2022_08,18-300-00106
2166,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.4970561977755194,2214,2022_08,18-300-00107
2167,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,,0,2022_08,18-300-00108
2168,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.2796566777297321,1262,2022_08,18-301-00109
2169,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,,0,2022_08,18-301-00110
2170,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.4106890958898208,680,2022_08,18-301-00111
2171,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.3053916478657277,6053,2022_08,18-301-00112
2172,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.436915094202215,11,2022_08,18-301-00113
2173,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,,0,2022_08,18-301-00114
2174,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,,0,2022_08,18-302-00115
2175,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,,0,2022_08,18-302-00116
2176,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,,0,2022_08,18-302-00117
2177,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,,0,2022_08,18-302-00118
2178,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,,0,2022_08,18-302-00119
2179,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,,0,2022_08,18-303-00120
2180,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,,0,2022_08,18-303-00121
2181,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,,0,2022_08,18-303-00122
2182,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,,0,2022_08,18-303-00123
2183,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,,0,2022_08,18-799-00124
2184,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,,0,2022_08,18-799-00125
2185,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,,0,2022_08,18-304-00126
2186,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,,0,2022_08,18-304-00127
2187,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,,0,2022_08,18-304-00128
2188,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,,0,2022_08,18-304-00129
2189,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,,0,2022_08,18-305-00130
2190,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,,0,2022_08,18-305-00131
2191,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,,0,2022_08,18-305-00132
2192,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,,0,2022_08,18-305-00133
2193,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,,0,2022_08,18-305-00134
2194,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,,0,2022_08,18-305-00135
2195,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,,0,2022_08,18-305-00136
2196,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,,0,2022_08,18-306-00137
2197,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,,0,2022_08,18-306-00138
2198,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,,0,2022_08,18-306-00139
2199,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,,0,2022_08,18-306-00140
2200,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,,0,2022_08,18-307-00141
2201,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.1725756868403008,329,2022_08,18-307-00142
2202,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.3225076373450025,2495,2022_08,18-307-00143
