,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
2306,Kajalgaon,Bijni,BJN/LRS/003,"SUB-REGISTER, BIJNI"
2307,Mangaldai,Darrang,DAR/ES/001,"ECONOMICS & STATISTICS , DARANG , MANGALDAI"
2308,Marigaon,Marigaon,MRG/HE/023,HEAD MASTER CHABUKDHARA H S
2309,Dibrugarh,Dibrugarh,DIB/HE/073,H.M. OUPHULIA HIGH SCHOOL
2310,Garmur,Garamur,GAR/AGR/002,"ASTT. EX. ENGR. AGRICULTURE, KAMALBARI"
2311,Dhubri,Dhubri,DBR/SE/099,PRINCIPAL RAHAMATGANJ  ARABIC COLLEGE
2312,Tezpur,Sonitpur,SON/AGR/001,"JOINT DIRECTOR OF AGRICULTURE,N.ZONE TEZPUR"
2313,North Lakhimpur,Bihpuria,BIH/SE/027,HEAD MASTER KAMALPUR HIGH SCHOOL
2314,Marigaon,Marigaon,MRG/HE/068,HEAD MASTER TARABARI H S
2315,Silchar,New-Silchar,NSL/DME/001,"PRINCIPAL CUM CHIEF SUPDT. S.M.C.H., SILCHAR"
2316,Guwahati,New-Guwahati,NGT/COP/002,ASSTT.REGISTER CO-OPERATIVE SOCITY
2317,Jorhat,Jorhat,JOR/SYW/005,CO 51 ASSAM AIR (T) SQN NCC
2318,Golaghat,Dergaon,DER/SE/019,H.M. GUNIPRAVA DUTTA GIRLS HIGH SCHOOL
2319,Guwahati,New-Guwahati,NGT/HG/001,DIST.COMMANDENT OF HOME GUARDS
2320,Guwahati,Rangia,RAN/PRD/004,"BDO, RANGIA DEV. BLOCK"
2321,Bongaigaon,Abhayapuri,ABH/GAD/001,"S.D.O. (CIVIL), N.S, ABHAYAPURI"
2322,Golaghat,Dergaon,DER/SE/001,PRIN. GURUJOGONIA HIGHER SECONDARY SCHOOL
2323,Barpeta,Barpeta,BRT/HS/003,"INSPECTOR OF DRUGS, BARPETA"
2324,Nagaon,Hojai,HOJ/LED/001,"ASTT. EMPL. OFFICER, EMPLOYMENT EXCHANGE, HOJAI"
2325,Jorhat,Jorhat,JOR/TAX/002,SUPDT.OF SALES TAX
2326,North Lakhimpur,Bihpuria,BIH/SE/099,HEAD MASTER PACHIM SIMALUGURI HIGH SCHOOL
2327,Marigaon,Marigaon,MRG/COP/002,ASSTT.REGS.COOP.SOCIETY
2328,Nalbari,Nalbari,NLB/HE/004,PRICIPAL BORBHAG COLLEGE
2329,Karimganj,Karimganj,KAR/SE/035,SUPDT. GHULCHERRA MOHAMMADIA SR. MADEASSA
2330,North Lakhimpur,Bihpuria,BIH/LED/001,"LABOUR OFFICER, NARAYANPUR"
2331,Sivasagar,Sivasagar,SVS/SE/014,PRINCIPAL NITAIPUKHURI H.SS
2332,Sivasagar,Sivasagar,SVS/SE/091,HM SANTIPUR HS
2333,Goalpara,Goalpara,GLP/ECT/001,"DISTRICT EMPLOYMENT EXCHANGE , GOALPARA"
2334,Amingaon,"Kamrup,Amingaon",AKM/SE/337,H.M TATIBAMA ANCHALIK HIGH SCHOOL P.O-AMRANGA
2335,Golaghat,Dergaon,DER/SE/027,H.M. BATIPURIA HIGH SCHOOL
2336,Barpeta,Barpeta,BRT/SE/204,"PRINCIPAL, JANAPRIYA COLLEGE (JR), GARAIMARI, DISTBARPETA"
2337,Guwahati,Kamrup Metro,KAM/ESI/004,"INS. MEDL. OFFICER.,(ESI)JALUKBARI. GHY."
2338,Guwahati,Kamrup Metro,KAM/SE/269,HM.SARAIGHAT HIGH SCHOOL
2339,Guwahati,Rangia,RAN/PHE/001,"EX. ENGG. PUBLIC HEALTH ENGG, RANGIA"
2340,Jorhat,Jorhat,JOR/PWD/004,EE PWD R&B MECH.DIVN.
2341,Amingaon,"Kamrup,Amingaon",AKM/SE/147,HM. DADARA BALIKA HIGH SCHOOL
2342,Guwahati,Kamrup Metro,KAM/RD/014,PRIN.EXTN.TRANG.CENTER.KAHIKUCHI
2343,Karimganj,Karimganj,KAR/HE/002,PRIN. DIET. KALIGANJ
2344,Dibrugarh,Dibrugarh,DIB/FIS/001,"DIST. FISHERY DEV. OFFICER, DIBRUGARH"
2345,North Lakhimpur,Dhakuwakhana,DKK/SE/003,H.M. KEKURI TRIBAL HIGH SCHOOL
2346,Golaghat,Bokakhat,BKK/AGR/001,"SUD.DIV. AGRI. OFFICER, BOKAKHAT"
2347,Dhemaji,Jonai,JON/SE/022,"HEAD MASTER, RAWON KUMOLIYA  MISHING HIGH SCHOOL"
2348,nan,"Kamrup,Amingao",,SUPDT. HOME FOR DESTITUTE WOMENN AND HELPLESS
2349,Amingaon,n,AKM/SWP/007,"PERSON, BAMUNIGAON"
2350,Silchar,Cachar,CAC/PWB/002,"EX. ENGR. PWD MECHANICAL DIV., SILCHAR"
2351,Goalpara,Goalpara,GLP/SE/074,PRINCIPAL JOLESWAR H.S.S.
2352,Barpeta,Barpeta,BRT/SE/007,PRINCIPAL GUNIALGURI H.S.S.
2353,Amingaon,"Kamrup,Amingaon",AKM/LRS/002,"CIRCLE OFFICER,CHAMARIA"
2354,Dhubri,Dhubri,DBR/SE/223,"SUPDT. HATHIDHURA SR. MADRASS.A , P.O. - SOINAGAR"
2355,Dhubri,Dhubri,DBR/SE/217,"SUPDT. TEHERUL ULUM PADMAR ALGA SR. MADRASSA , P.O.- PADMERALGA"
2356,North Lakhimpur,Dhakuwakhana,DKK/HE/005,"PRINCIPAL/DDO, HARHI COLLEGE"
2357,Mushalpur,Mushalpur,MSL/POL/005,"COMMANDANT 24 TH A.P(IR).BN.,CHARAIMARI::BAKSA."
2358,nan,"Kamrup,Amingao",,SUPDT. BADULLA HAZI MEMORIAL MOHIMARI HIGH
2359,Amingaon,n,AKM/SE/311,"MADRASSA, P.O-MOHIMARI"
2360,Amingaon,"Kamrup,Amingaon",AKM/IPR/001,DISTRICT INFOR& PUBLIC RELN OFFICER.
2361,Silchar,Cachar,CAC/SWD/009,"CDPO, KALAIN"
2362,Tezpur,Sonitpur,SON/FOR/001,D.F.O. SONITPUR WEST DIVN.TEZPUR
2363,Sivasagar,Sonari,SNR/HS/001,"SUB-DIV. MEDICAL & HEALTH OFFICER, SONARI"
2364,Mangaldai,Darrang,DAR/SE/116,"H.M PASKIA HIGH SCHOOL, P.O- BARAMPUR"
2365,Guwahati,Dispur,DIS/AHV/003,"P.O., INTENSIVE EGG & BASE PAULTRY PRODUCTION"
2366,Kokrajarh,Kokrajhar,KKJ/SWD/006,"PROGRAMME OFFICER DIVNL. I.C.D.S. CELL , KOKRAJHAR"
2367,Mangaldai,Udalguri,UDG/SWD/002,"CDPO, ICDS PROJECT, DALGAON"
2368,Jorhat,Jorhat,JOR/HE/010,PL.KENDRIYA MAHABIDYALAYA
2369,Nagaon,Nagaon,NAG/COP/001,"DY.  REGISTAR  OF CO-OP. SOCIETY, NAGAON"
2370,Tinsukia,Tinsukia,TSK/FOR/002,D.F.O. DOOMDOMA
2371,Bongaigaon,Bongaigaon,BNG/SYW/001,"DIST. SPORTS OFFICER, BONGAIGAON"
2372,Dibrugarh,Dibrugarh,DIB/HE/072,H.M. NAHARONI HIGH SCHOOL
2373,Barpeta,Barpeta,BRT/SE/142,"HEAD MASTER, KAHIBARI MAHAMILAN HIGH SCHOOL, P.O.-DHAKUA"
2374,Goalpara,Goalpara,GLP/HE/011,"PRINCIPAL DALGOMA ANCHALIK COLLEGE, GOALPARA"
2375,Nagaon,Nagaon,NAG/HE/102,"H/M, PAMILA   SANKARDEV   H/S"
2376,Golaghat,Golaghat,GT/SE/013,PRIN. PULIBOR  ADARSHA H.S.S.
2377,Dibrugarh,Dibrugarh,DIB/SER/001,"ASSTT. DIR. OF SERICULTURE, DIBRUGARH"
2378,Bongaigaon,Bongaigaon,BNG/DIET/001,"PRINCIPAL ,DISTRICT  INSTITUTE OF EDUCATION & TRAINING"
2379,Tezpur,Sonitpur,SON/COP/001,"ASSTT. REGISTER CO-OPERATIVE SOCIETY, TEZPUR"
2380,Barpeta,Pathsala,PSL/SE/026,H.M. BAGHMARA ADARSHA HIGH SCHOOL
2381,Golaghat,Bokakhat,BKK/SE/003,PRIN. BOKAKHAT H.S. SCHOOL
2382,Marigaon,Marigaon,MRG/HE/040,PRINCIPAL LALABARI H S S
2383,Guwahati,Kamrup Metro,KAM/HG/001,DY CONTROLLER CIVIL DEFENCE GHY.
2384,Goalpara,Goalpara,GLP/SE/084,"H.M Thorko High School,P.O-Panisali"
2385,North Lakhimpur,Bihpuria,BIH/SE/003,PRINCIPAL BANGALMORA HIGHER SECONDARY SCHOOL
2386,Tinsukia,Tinsukia,TSK/SYW/001,"DIST.SPORTS OFFICER, TINSUKIA"
2387,Guwahati,Rangia,RAN/HE/020,H.M. SAJEI GIRLS HIGH SCHOOL
2388,Biswanath Chariali,Biswanath Chariali BIS/AHV/001,,"SUB- DIVISIONAL  A.H.& VETY. OFFICER, B. CHARIALI"
2389,Dhubri,Dhubri,DBR/SE/140,H.M BHOGDAHAR SADIK MEMORIAL HIGH SCHOOL P.O-PATAMARI
2390,Goalpara,Goalpara,GLP/AAT/001,"TREASURY OFFICER, GOALPARA"
2391,Dhubri,Dhubri,DBR/IND/001,"G.M. D.I.C. DHUBRI, GOURIPUR"
2392,Hailakandi,Hailakandi,HKD/HE/026,SUPDT. BASATILA SR. MADRASSA
2393,Tinsukia,Tinsukia,TSK/WPT/001,"SUB-DIV.WELFARE OFFICER, TINSUKIA"
2394,Sivasagar,Sonari,SNR/PRD/001,"BDO, LAKWA"
2395,Marigaon,Marigaon,MRG/PHE/001,"E.E.PHE, MORIGAON"
2396,Dibrugarh,Dibrugarh,DIB/HS/009,"ADDL CHIEF MEDICAL & HEALTH OFFICER,DIBRUGARH"
2397,Tinsukia,Chapakhuwa,CPK/HE/002,"PRINCIPAL,SADIA COLLEGE,CHAPAKHOWA"
2398,Guwahati,New-Guwahati,NGT/HE/003,NOONMATI HIGH SCHOOL
2399,Garmur,Garamur,GAR/SE/033,IC PRINCIPAL JENGRAIMUKH HS  SCHOOL
2400,Barpeta,Barpeta,BRT/AGR/003,"S.D.AGRI. OFFICER , ALUPATI MAJORCHAR"
2401,Tezpur,Gohpur,GAH/SER/001,"SUPERINTENDENT OF SERICULTURE,GOHPUR"
2402,Tezpur,Gohpur,GAH/AGR/003,"PURBAJYOTI AGRICULTURAL FARMING,GAHPUR"
2403,Amingaon,"Kamrup,Amingaon",AKM/CA/002,OFFICE INCHARGE CULTURE CENTRE BOKO
2404,Nalbari,Nalbari,NLB/SER/001,"ASST. DIR. SERICULTURE, NALBARI"
2405,Barpeta,Pathsala,PSL/EE/001,"DY. INSPECTOR OF SCHOOL, BAJALI, PATHSALA"
2406,Silchar,New-Silchar,NSL/SE/012,H.M. BRAJAKISHOR DWARBOND HIGH SCHOOL
2407,Silchar,New-Silchar,NSL/SE/038,HM DHARMIKHAL HIGH SCHOOL
2408,Barpeta,Barpeta,BRT/SE/104,H.M. BAHARI GIRLS' H.S.
2409,Amingaon,"Kamrup,Amingaon",AKM/SE/319,"H.M F.A.SAIKIA GIRLS HIGH SCHOOL,P.O-DAMPUR"
2410,Guwahati,Dispur,DIS/TAX/003,DY. COMMISSIONER OF TAXES ( ZONE- B)
2411,Tezpur,Sonitpur,SON/SE/117,PRINCIPAL PANCHMILE H.S. SCHOOL
2412,Tezpur,Sonitpur,SON/IRR/002,E.E. ITAKHOLA IRRIGATION TEZPUR
2413,Barpeta,Pathsala,PSL/SE/056,H.M. VIDYABHABAN NITYANANDA HIGH SCHOOL
2414,Dhubri,Bilasipara,BIL/LRS/003,"CIRCLE OFFICER,CHAPAR"
2415,Barpeta,Barpeta,BRT/IGR/001,"SUB-REGISTRAR, BARPETA"
2416,Golaghat,Bokakhat,BKK/TOU/001,"DY. DIRECTOR, TOURISM, KAZIRANGA."
2417,Barpeta,Barpeta,BRT/SE/059,H.M. BALAGAON H.S.
2418,North Lakhimpur,Lakhimpur,LKM/LS/001,"DISTRICT LIBRARIAN, LAKHIMPUR"
2419,Guwahati,Kamrup Metro,KAM/CA/002,PRIN.STATE COLLEGE OF MUSIC .GHY
2420,Nagaon,Nagaon,NAG/FIS/002,"FISHERY OFFICER, J  B  GARH , RAHA"
2421,Garmur,Garamur,GAR/WPT/002,"SUB-DIV. WELFARE OFFICER, KAMALBARI"
2422,Nagaon,Hojai,HOJ/SE/011,"HM MODERTOLI HIGH SCHOOL,P.O.-MODERTOLI"
2423,Mangaldai,Darrang,DAR/JUD/002,"CIVIL JUDGE & ASSTT. SESSION JUDGE , DARRANGMANGALDAI."
2424,Barpeta,Barpeta,BRT/HOR/001,"DISTRICT AGRICULTURE OFFICER, BARPETA"
2425,Karimganj,R. K. Nagar,RKN/SE/022,"SUPDT. FAIZ-E-JALIL SR. MADRASSA, P.O. - MUKTARAMPUR"
2426,Barpeta,Barpeta,BRT/SE/051,H.M. BAGODI H.S.
2427,Nalbari,Tihu,THU/SE/048,HEADMASTER NAMATI BALIKA VIDYAMANDIR HIGH SCHOOLP.O - NIZNAMATI
2428,Goalpara,Goalpara,GLP/IPR/001,"DISTRICT INFORMATION OFFICER, GOALPARA"
2429,Nalbari,Nalbari,NLB/SE/011,H.M. P.B. LAHKAR PARA H.S.
2430,Tezpur,Sonitpur,SON/LED/002,INSPECTOR OF FECTORIIES DIST. F.O. SONITPUR
2431,Diphu,Diphu,DPU/PRI/001,"SUPDT.OF DIST.JAIL, DIPHU"
2432,Nagaon,Hojai,HOJ/HE/004,H.M. CHITALMARI HIGH SCHOOL
2433,Nagaon,Nagaon,NAG/SE/058,"HEAD MASTER,MURHANI HIGH SCHOOL,"
2434,Bongaigaon,Abhayapuri,ABH/HE/002,"PRINCIPAL, ABHAYAPURI  COLLEGE"
2435,Dhubri,Dhubri,DBR/SE/226,"SUPDT. KISMAT HASDAHA SR. MADRASSA , P.O. - KISMATHASDAHA"
2436,Guwahati,Rangia,RAN/HE/024,H.M. ATHGAON BINAPANI HIGH SCHOOL
2437,Nagaon,Nagaon,NAG/HE/142,"PRINCIPAL, NAGAON GOVT.BOYS  H  S  SCHOOL"
2438,Karimganj,Karimganj,KAR/LED/002,"ASSTT. EMPLOYMENT OFFICER, PATHARKANDI"
2439,Sivasagar,Sivasagar,SVS/SE/057,HM DEHINGMUKH HS
2440,Nalbari,Belsar,BEL/EE/001,"DY. INSPECTOR OF SCHOOL, BELSOR"
2441,Dibrugarh,Dibrugarh,DIB/HS/007,"SR. INSPECTOR OF DRUGS, DIBRUGARH"
2442,Marigaon,Marigaon,MRG/AGR/001,"DIST. AGRICULTURE OFFICER, MORIGAON"
2443,Barpeta,Barpeta,BRT/AGR/002,"JT. DIRECTOR OF AGRICULTURE, BARPETA"
2444,Nagaon,Nagaon,NAG/SE/050,"HEAD MASTER,AMONI TINIALI MADHAV DEV HIGH SCHOOL"
2445,Dibrugarh,Dibrugarh,DIB/AE/001,"DIST. ADULT EDUCATION OFFICER, DIBRUGARH"
2446,Goalpara,Goalpara,GLP/HE/006,"PRINCIPAL LAKHIPUR COLLEGE, LAKHIPUR"
2447,Sivasagar,Sonari,SNR/SE/053,H.M. MAHMORA BALIJAN H.S.
2448,Tezpur,Sonitpur,SON/SE/011,H.M.RASTRABHASHA VID.TEZPUR
2449,Marigaon,Marigaon,MRG/PWR/001,E.E.PWD STATE ROAD.DIV.MGN
2450,Jorhat,Jorhat,JOR/HE/072,H.M.JAWARHARLAL H.S
2451,Guwahati,New-Guwahati,NGT/IRR/016,CHAIRMAN CUM MANAGING DRECTOR L.A. C.A.D.
2452,Nalbari,Nalbari,NLB/SE/045,H.M. KATARA HIGH SCHOOL
2453,Silchar,Lakhipur,LKH/SE/003,SUPDT. INDRASING RAJBONGSHI PUBLIC HIGH SCHOOLP.O.-SILCHAR
2454,Jorhat,Jorhat,JOR/SE/037,"HEAD MASTER, HINDI HIGH SCHOOL"
2455,Jorhat,Titabar,TIT/SE/030,H.M. MOHIMABARI HIGH SCHOOL
2456,Nalbari,Belsar,BEL/SE/045,PRINCIPAL KAKAYA H.S.S.
2457,Nalbari,Tihu,THU/SE/032,H.M. TIHU GIRLS' H.S.
2458,Barpeta,Barpeta,BRT/SE/039,H.M. G.N. BARDOLOI MEMORIAL H.S.
2459,Nagaon,Nagaon,NAG/HE/162,"PRINCIPAL, SINGIMARI M.D.ALI  H S SCHOOL"
2460,Guwahati,Dispur,DIS/IND/001,DIRECTORATE OF TEA (UDYOG BHAWAN)
2461,Guwahati,Dispur,DIS/COP/001,"JT. REGISTRAR, CO-OPERATIVE SOCIETY."
2462,Nagaon,Kaliabor,KLB/AGR/002,"ASSTT. EX. ENGR. AGRICULTURE, KALIABOR"
2463,Nagaon,Nagaon,NAG/HE/106,"H/M, RAHA     GIRLS  H .SCHOOL"
2464,Dibrugarh,Naharkatia,NHK/SE/004,"H.M No.1 Kathalguri Dhekiajan High School, P.O- BakulaniChariali"
2465,Dhubri,Dhubri,DBR/SE/115,H.M PYARI MOHAN HIGH SCHOOL P.O-KACHARIHAT
2466,Dhubri,Dhubri,DBR/SE/070,H.M. PATAMARI SONARAMA HIGH SCHOOL
2467,Tezpur,Sonitpur,SON/SE/019,H.M.L.O.K.D.M.KANYA VIDYALAYA TEZPUR
2468,Nagaon,Nagaon,NAG/SE/062,"HEADMASTER,SAIDARIA ADARSHA HIGH SCHOOL"
2469,Dibrugarh,Dibrugarh,DIB/PWR/001,"ADDL. CHIEF ENG. PWD (ROADS) ,DIBRUGARH"
2470,Goalpara,Goalpara,GLP/SE/078,H.M New Goalpara High School.P.O-Baladmari
2471,Golaghat,Dergaon,DER/SCE/001,"PRIN. D.I.E.T., GOLAGHAT, DERGAON"
2472,Nagaon,Hojai,HOJ/HE/031,H.M. B.M.B HIGH SCHOOL
2473,Jorhat,Jorhat,JOR/HE/056,H.M.CHENIJAN H.S.
2474,Tezpur,Sonitpur,SON/SER/001,ASSTT DIRECTOR SERICULTURE TEZPUR
2475,Sivasagar,Nazira,NZR/SE/007,PRIN. MEZENGA H S SCHOOL
2476,Dhubri,Dhubri,DBR/SE/049,PRIN. DHEPDHEPI H S SCHOOL
2477,Sivasagar,Sivasagar,SVS/SE/088,HM RUPAHI HS
2478,Silchar,Cachar,CAC/HE/041,"H.M.JANAKALYAN HIGH SCHOOL, LEBURBOND"
2479,Dhubri,Dhubri,DBR/JUD/005,"CIVIL JUDGE (SR DIVN), DHUBRI"
2480,North Lakhimpur,Dhakuwakhana,DKK/SE/030,H.M. KHERKATAMUKH KONENG HIGH SCHOOL
2481,Golaghat,Golaghat,GT/SE/003,PRIN. BATONI H.S.S.
2482,Tezpur,Sonitpur,SON/PWR/001,ADDL CHIEF ENG.PWD ROAD DIVISION TEZPUR ZONE
2483,Tezpur,Sonitpur,SON/RD/007,"B.D.O.SOTEA DEVELOPMENT BLOCK,SOTEA"
2484,Dhubri,Dhubri,DBR/TAX/004,SUPDT. OF TAXES (RECOVERY) DHUBRI
2485,Silchar,New-Silchar,NSL/IGR/001,"SUB-RIGISTRAR, PALANGHAT"
2486,Nalbari,Nalbari,NLB/AAT/001,"TREASURY OFFICER , NALBARI"
2487,Nagaon,Kaliabor,KLB/SE/010,H.M. SALONA BAPUJI HIGH SCHOOL
2488,Sivasagar,Sonari,SNR/SE/029,H.M. BISRAMPUR HIGH SCHOOL
2489,Garmur,Garamur,GAR/SE/040,GARAMUR BANGSHIGOPAL SNSKRIT TOL
2490,Mangaldai,Darrang,DAR/SWD/006,"C.D.P.O. PACHAIM MANGALDAI,"
2491,Nagaon,Kaliabor,KLB/SWD/001,"CDPO, ICDS PROJECT , KALIABOR"
2492,Dhemaji,Jonai,JON/TRI/002,"SUB-DIVISIONAL WELFARE OFFICER,JONAI"
2493,Golaghat,Golaghat,GT/HE/006,MALAMORA JUNIOR COLLEGE.
2494,Amingaon,"Kamrup,Amingaon",AKM/SE/220,HM.HAJO MONIKUT HIGH SCHOOL
2495,Barpeta,Pathsala,PSL/SE/110,"HEAD MASTER,NAVASAKTI  HIGH SCHOOL"
2496,Sivasagar,Sivasagar,SVS/AHV/003,"I.C.D.P,DEMOW"
2497,Dhemaji,Dhemaji,DMJ/HE/015,"PRINCIPAL/DDO,SISSI BORGAON COLLEGE,"
2498,Guwahati,Dispur,DIS/PWR/002,SUPDT. ENG.PWD ( ROADS) RIDF-II CIRCLE
2499,Jorhat,Jorhat,JOR/HE/008,PL.BAHANA COLLEGE
2500,Silchar,Cachar,CAC/HE/081,"SUPDT. BIKRAMPUR SR. MADRASSA, BHANGARPAR"
2501,North Lakhimpur,Dhakuwakhana,DKK/SE/033,H.M. JUGISUTI TRIBAL HIGH SCHOOL
2502,Dibrugarh,Dibrugarh,DIB/SE/010,PRIN. R.C. AGARWALA H S SCHOOL
2503,Tinsukia,Chapakhuwa,CPK/ELE/001,"ELECTION OFFICER, SADIYA"
2504,Karimganj,Badarpur,BDP/IRR/001,EX. ENGR. BARAK VALLEY INVESTIGATION DIV. BADARPUR(IRR)
2505,Nagaon,Nagaon,NAG/PHE/003,"EX  ,ENG. .P. H. E,,  DHING DIVISION"
2506,Guwahati,Dispur,DIS/HS/013,ASST.DIRECTOR OF HEALTH SERVICES(FILARIA)
2507,Tezpur,Gohpur,GAH/SWD/002,C.D.P.O. I.C.D.S. PROJECT PUB-CHAIDUAR.
2508,Mangaldai,Darrang,DAR/LED/001,"LABOUR OFFICER,MANGALDAI, DARRANG"
2509,Dhemaji,Dhemaji,DMJ/LS/001,"DISTRICT LIBRARIAN,DHEMAJI"
2510,Golaghat,Golaghat,GT/SE/084,"HEADMASTER,ATHKHELIA  HIGH SCHOOL"
2511,Guwahati,Kamrup Metro,KAM/JUD/034,"SPECIAL JUDGE, CBI COURT(NO. 2)"
2512,Nagaon,Nagaon,NAG/SE/036,"HEAD MUDARRIS PARMAIBHETI PRE- SR. MADRASSA, P.O.-DAGAON"
2513,Guwahati,Kamrup Metro,KAM/JUD/012,PRIN. JUDGE FAMILY COURT
2514,Guwahati,Dispur,DIS/SE/051,"HEAD MASTER,BARSAJAI HIGH SCHOOL"
2515,Silchar,New-Silchar,NSL/DME/004,PRINCIPAL OF  BSC NURSING  COLLEGE SILCHAR
2516,Silchar,New-Silchar,NSL/HE/001,"PRINCIPAL TEACHERS' TRAINING COLLEGE ,SILCHAR"
2517,Silchar,Cachar,CAC/COP/001,"ZONAL JT.REG. OF CO-OP. SOCIETY,SILCHAR"
2518,Guwahati,New-Guwahati,NGT/HOR/001,DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING
2519,Nagaon,Nagaon,NAG/HE/110,"H/M, SUTAR      H  SCHOOL"
2520,Jorhat,Jorhat,JOR/CA/001,O/I DIST.MUSIUM JORHAT
2521,Nagaon,Hojai,HOJ/HE/033,H.M. DESHABANDHU VIDYAPITH GIRLS H.S
2522,Sivasagar,Sonari,SNR/SE/003,PRIN. SAPEKHATI H S SCHOOL
2523,Golaghat,Dergaon,DER/SE/021,H.M. BADULIPAR HIGH SCHOOL
2524,Tinsukia,Tinsukia,TSK/SE/010,"HEAD MASTER, MECHAKI HIGH SCHOOL, PO-SAIKHOWAGHAT"
2525,Kokrajarh,Kokrajhar,KKJ/AGR/002,"DISTRICT AGRICULTURE OFFICER,KOKRAJHAR"
2526,North Lakhimpur,Bihpuria,BIH/SE/026,PRINCIPAL NAMONI SUBANSIRI HIGHER SECONDARY SCHOOLP.O BONPURI
2527,Sivasagar,Sivasagar,SVS/SE/082,HM PANBECHA HS
2528,Silchar,New-Silchar,NSL/SE/028,IC Principal .PC  BARJALENGA  HS SCHOOL
2529,Guwahati,Dispur,DIS/JUD/001,SECY. LEGAL REMEMBRANCE DISPUR
2530,Guwahati,Dispur,DIS/SE/010,"HEAD MASTER, ZOO ROAD VIDYAPITH HIGH SCHOOL"
2531,Barpeta,Barpeta,BRT/SE/230,"HEAD MASTER,UNITED HIGH SCHOOL"
2532,Dibrugarh,Dibrugarh,DIB/SE/003,PRIN. DHAMAN H S SCHOOL
2533,Golaghat,Dergaon,DER/SE/040,"HEAD MASTER, RANGAGORA HIGH SCHOOL, PORANGAGORA"
2534,Silchar,New-Silchar,NSL/SE/021,H.M. LAKHI CHARAN HIGH SCHOOL
2535,Sivasagar,Sivasagar,SVS/SYW/003,"49 N.C.C. NOVAL UNIT,SIVASAGAR"
2536,Dhubri,Dhubri,DBR/SE/144,"H.M DHUBRI GIRLS' ACADEMY (HIGH), P.O- DHUBRI"
2537,Sivasagar,Sonari,SNR/PRD/002,"BDO, SONARI"
2538,Tezpur,Sonitpur,SON/SWD/003,"C.D.P.O. NADUAR I.C.D.S. PROJECT, NADUAR"
2539,Dhubri,Dhubri,DBR/SE/147,SUPDT. SATSIA JANA KALYAN HIGH MADRASSA
2540,Sivasagar,Sonari,SNR/SE/044,H.M. BAREGAON H.S.
2541,Golaghat,Golaghat,GT/SE/028,H.M. DOYANG H.S.
2542,Marigaon,Marigaon,MRG/SE/005,"HM JALUGUTI GIRLS ACADEMY SECONDARY SCHOOL,P.O-JALUGUTI"
2543,Nagaon,Hojai,HOJ/AGR/001,"DISTRICT AGRICULTURE OFFICER, HOJAI"
2544,Barpeta,Pathsala,PSL/SE/022,H.M. BHABANIPUR GIRLS' HIGH SCHOOL
2545,Marigaon,Marigaon,MRG/HS/004,"CHIEF MEDICAL & HEALTH OFFICER (C D) ,MORIGAON"
2546,Bongaigaon,Abhayapuri,ABH/LRS/001,"CIRCLE OFFICER,BOITAMARI"
2547,Nalbari,Nalbari,NLB/SE/098,"HEADMASTER D.D.L. HIGH SCHOOL, P.O-DAGAPARA"
2548,Golaghat,Golaghat,GT/SE/050,H.M. PUB-ANCHALIK KHUMTAI H.S.
2549,Mangaldai,Darrang,DAR/LRS/004,"CIRCLE OFFICER,PATHORIGHAT"
2550,Bongaigaon,Abhayapuri,ABH/IPR/001,"SUB-DIV. INFOR. &PUB.RELA.OFFICER, NS, ABHAYAPURI"
2551,North Lakhimpur,Bihpuria,BIH/SE/051,HEAD MASTER PILKHANA NAVAJYOTI HIGH SCHOOL
2552,North Lakhimpur,Dhakuwakhana,DKK/SE/017,H.M. TOMER GAON TRIBAL HIGH SCHOOL
2553,Hailakandi,Hailakandi,HKD/POL/001,"SUPDT. OF POLICE, HAILAKANDI"
2554,Golaghat,Golaghat,GT/SE/031,H.M. FALLANGANI NAVAJYOTI H.S.
2555,Tezpur,Sonitpur,SON/IMD/002,CHAIRMAN IMDT SONITPUR
2556,Jorhat,Jorhat,JOR/PHE/001,"S.E.PHE,JORHAT"
2557,Goalpara,Goalpara,GLP/SE/064,PRINCIPAL KRISHNAI MADRASSA H.S.S.
2558,Tinsukia,Chapakhuwa,CPK/SWD/001,"CDPO, ICDS PROJECT, SADIYA"
2559,Nalbari,Belsar,BEL/SE/005,H.M. PUB- KALAKUCHI H.S.
2560,Silchar,Cachar,CAC/HE/082,"SUPDT. GONIRGRAM SR. MADRASSA, GONIRGRAM"
2561,Jorhat,Titabar,TIT/SE/045,"INSPECTOR OF SCHOOL, JORHAT"
2562,Jorhat,Jorhat,JOR/HE/098,H.M NAHATIA H.S.
2563,Karimganj,Karimganj,KAR/FCS/001,"DY.DIR. FOOD & CIVIL SUPPLY, KARIMGANJ"
2564,Jorhat,Jorhat,JOR/HE/100,H.M NAMGARUMORA B.B.H.S.
2565,Barpeta,Barpeta,BRT/LED/002,"LABOUR INSPECTOR , RUPOSHI"
2566,Nalbari,Nalbari,NLB/PRI/001,"SUPDT. OF DISTRICT JAIL, NALBARI"
2567,Garmur,Garamur,GAR/SE/037,IC PRINCIPAL  MAJAR DEORI TRIBAL HS  SCHOOL
2568,North Lakhimpur,Bihpuria,BIH/SE/028,HEAD MASTER HARMOTTY PICHALA HIGH SCHOOL
