,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
2569,Sivasagar,Sivasagar,SVS/SE/029,HM BORPATRADOL HS
2570,Dibrugarh,Dibrugarh,DIB/HE/019,H.M. SARVAJANIN HIGH SCHOOL
2571,North Lakhimpur,Bihpuria,BIH/SE/024,HEAD MASTER SANKARDEV COLLEGIATE HIGH SCHOOL
2572,Amingaon,"Kamrup,Amingaon",AKM/SE/340,"H.M HAJO F.M. HIGH SCHOOL, P.O-HAJO"
2573,Dibrugarh,Dibrugarh,DIB/HOR/001,"DISTRICT AGRICULTURE OFFICER, DIBRUGARH"
2574,Sivasagar,Sivasagar,SVS/SE/083,HM PATSAKU HS
2575,North Lakhimpur,Lakhimpur,LKM/SE/036,HEAD MASTER DAKHIN TELAHI HIGH SCHOOL
2576,Golaghat,Golaghat,GT/SE/032,H.M. FURKATING H.S.
2577,Nalbari,Belsar,BEL/SE/012,H.M. JAGRA H.S.
2578,Tezpur,Sonitpur,SON/TRA/001,"DISTRICT TRANSPORT OFFICER, SONITPUR"
2579,Silchar,New-Silchar,NSL/SWD/006,"C.D.P.O. , BARJALENGA"
2580,Karimganj,R. K. Nagar,RKN/LRS/001,"CIRCLE OFFICER,RAMKRISHNA NAGAR"
2581,Nalbari,Nalbari,NLB/IGR/002,"SUB-REGISTER, MUKALMUA"
2582,Goalpara,Goalpara,GLP/HE/007,"PRINCIPAL WEST GOALPARA COLLEGE , AMBARI"
2583,Amingaon,"Kamrup,Amingaon",AKM/HE/028,PRIN. NAGARBARA HIGHER SEC. SCHOOL.
2584,Amingaon,"Kamrup,Amingaon",AKM/SE/372,"HEAD MASTER,A.S.ANCHALIK HIGH SCHOOL"
2585,Amingaon,"Kamrup,Amingaon",AKM/SE/314,H.M CHECHAMUKH HIGH SCHOOL P.O- CHECHAMUKH
2586,Karimganj,Karimganj,KAR/HS/001,"JT. DIRECTOR HEALTH SERVICES, KARIMGANJ"
2587,Nalbari,Nalbari,NLB/SE/015,H.M. MNC BALIKA H.S.
2588,Barpeta,Pathsala,PSL/HE/004,BHAWANIPUR ANCHALIK COLLEGE
2589,Guwahati,Dispur,DIS/TAX/007,"SUPDT. OF TAXES ( CHECK POST, KHANAPARA)"
2590,Golaghat,Golaghat,GT/PRI/001,"SUPDT. OF DIST. JAIL,GOLAGHAT"
2591,Amingaon,"Kamrup,Amingaon",AKM/HE/090,"PRINCIPAL/DDO,BINANDI CHANDRA MEDHI COLLEGE"
2592,North Lakhimpur,Lakhimpur,LKM/SE/040,HEAD MASTER KISHAN BIDYAPITH HIGH SCHOOL
2593,Jorhat,Titabar,TIT/SE/003,PRIN. M.R.S. H.S SCHOOL
2594,North Lakhimpur,Dhakuwakhana,DKK/SE/034,H.M. K.K. GIRLS HIGH SCHOOL
2595,Sivasagar,Sivasagar,SVS/SE/060,HM HOLOGURI TRIBAL HS
2596,Sivasagar,Sivasagar,SVS/SE/097,HM S.D.P HS
2597,Barpeta,Barpeta,BRT/SE/029,H.M. CHHAYARAM GIRLS' INSTITUTE
2598,Silchar,Lakhipur,LKH/HE/061,"H.M. BINNAKANDI HIGH SCHOOL, BINNAKANDI"
2599,Nagaon,Nagaon,NAG/HE/094,"PRINCIPAL, PURANIGUDAM   R  K  B   H  S   SCHOOL"
2600,Guwahati,New-Guwahati,NGT/HE/009,PUB GUWAHATI GIRLS HIGH SCHOOL
2601,Guwahati,Dispur,DIS/ES/001,DIRECTOR OF ECONOMICS & STATISTIC
2602,Jorhat,Jorhat,JOR/HE/029,PL.SELENGHAT H.S.S.
2603,Karimganj,R. K. Nagar,RKN/SE/004,"PRIN. BUDHAN H.S. SCHOOL, OLIVIACHERRA"
2604,Guwahati,Dispur,DIS/AE/001,DIRECTOR ADULT EDUCATION.
2605,Dibrugarh,Dibrugarh,DIB/TAX/003,SR. ELECTRICAL INSPECTOR
2606,Dibrugarh,Dibrugarh,DIB/HE/083,H.M. SANMILIT JANATA HIGH SCHOOL
2607,Sivasagar,Sivasagar,SVS/SW/001,"ZILA SAINIK WELFARE OFFICER,SIVASAGAR"
2608,Tinsukia,Tinsukia,TSK/LED/002,"ASSTT. LABOUR COMMISSIONER, TINSUKIA"
2609,Dibrugarh,Dibrugarh,DIB/SE/036,"HEADMASTER, RAHMORIA  GIRLS HIGH SCHOOL"
2610,Nalbari,Tihu,THU/EE/001,"DY. INSPECTOR OF SCHOOL, NALBARI"
2611,Dhubri,Dhubri,DBR/IGR/003,"SUB-REGISTER, SOUTH SALMARA"
2612,Karimganj,Karimganj,KAR/PWR/004,"EX. ENGR. PWD KARIMGANJ N.H DIV, KARIMGANJ"
2613,Biswanath Chariali,Biswanath Chariali BIS/SE/025,,"HEAD MASTER, BIRLACHIT HIGH SCHOOL, BIHMARI"
2614,Dhubri,Dhubri,DBR/SE/216,"SUPDT. SHALUK KURIR PAR SR. MADRASSA , P. O. - KAIMARI"
2615,Guwahati,Kamrup Metro,KAM/HE/007,PRIN. BENGALI HIGHER SEC. SCHOOL. GHY-1
2616,Barpeta,Pathsala,PSL/SE/102,"HEAD MUDARRIS SARUBARI FURKANIA PRE- SR. MADRASSA,P.O- SORUPETA"
2617,nan,"Kamrup,Amingao",,"HEAD MUDARRIS NO.2 PALAHARTARY PRE- SR. MADRASSA,"
2618,Amingaon,n,AKM/SE/356,P.O- NAGARBERA
2619,Dibrugarh,Dibrugarh,DIB/HE/127,PRIN. DULIAJAN GIRLS' COLLEGE
2620,Guwahati,Rangia,RAN/AGR/003,"SUB-DIV.ASTT.E.E. AGRI. OFFICER, RANGIA"
2621,Guwahati,Rangia,RAN/SE/014,H.M SWAHID SUNANDA SALOI HIGH SCHOOL P.O-JAMTOLA
2622,Dhubri,Dhubri,DBR/SE/214,"PRINCIPAL FAKHRUL ULUM ARABIC COLLEGE(TITLE SECTION), P.O. - MURAZODHAR"
2623,Guwahati,Kamrup Metro,KAM/SE/328,"H.M RUPNAGAR VIDYAPEETH HS., P.O-BHALUKGHATA"
2624,Tinsukia,Tinsukia,TSK/HE/031,H.M. BIPIN BORA HIGH SCHOOL
2625,Dibrugarh,Dibrugarh,DIB/HE/058,H.M. KOLOWLOWA DEORIGAON HIGH SCHOOL
2626,Nalbari,Tihu,THU/SE/031,H.M. MAKHIBAHA GIRLS' H.S.
2627,Silchar,New-Silchar,NSL/SE/032,H.M. SATKORAKANDI HIGH SCHOOL
2628,Silchar,Cachar,CAC/HE/065,"H.M. TOWN HIGH SCHOOL, SILCHAR"
2629,Bongaigaon,Abhayapuri,ABH/SWD/002,"CDPO, ICDS PROJECT, SRIJANGRAM, ABHAYAPURI"
2630,Jorhat,Jorhat,JOR/PWR/001,E.E.PWD STATE RD.DIV
2631,Tezpur,Sonitpur,SON/SE/068,"HM PANCHMILE GIRLS HIGH SCHOOL, PO-PANCHMILE"
2632,Silchar,Cachar,CAC/PRD/020,"PRINCIPAL,PANCHAYATI RAJ TRAININGCENTRES(PRTC)ARUNACHAL"
2633,Amingaon,"Kamrup,Amingaon",AKM/SE/173,HM.PACHARIA KUSAL KNOWAR HIGH SCHOOL
2634,Nalbari,Nalbari,NLB/SE/068,H.M. CHANDIMEDHI BALIKA  VIDYALAYA H.E
2635,North Lakhimpur,Lakhimpur,LKM/HE/012,"PRINCIPAL LALUK COLLEGE, LAKHIMPUR"
2636,Dibrugarh,Dibrugarh,DIB/RD/007,"BDO, LAHOWAL, DIBRUGARH"
2637,Silchar,Lakhipur,LKH/EXI/002,"DY. SUPDT. OF EXCISE, LAKHIPUR"
2638,Kajalgaon,Bijni,BJN/SE/030,H.M. MANIKPUR GIRLS HIGH SCHOL
2639,Amingaon,"Kamrup,Amingaon",AKM/SE/207,HM.CHATABARI ANC. HIGH SCHOOL
2640,Amingaon,"Kamrup,Amingaon",AKM/RD/006,"BLOCK DEV. OFFICER,SOALKUCHI"
2641,Karimganj,Karimganj,KAR/ELE/001,"ELECTION OFFICER, KARIMGANJ"
2642,Barpeta,Barpeta,BRT/SE/157,"SUPDT., KISMAT MOINBARI NABA-NOOR HIGH MADRASSA,P.O.-MOINBARI"
2643,Amingaon,"Kamrup,Amingaon",AKM/HE/043,PRIN. SOALKUCHI HIGHER SEC. SCHOOL SOALKUCHI
2644,Golaghat,Bokakhat,BKK/SE/022,H.M. GOROIMARI HIGH SCHOOL
2645,Barpeta,Pathsala,PSL/SE/039,H.M. GANAK PUKHURI HIGH SCHOOL
2646,Nagaon,Nagaon,NAG/HE/057,"H/M, JUNGAL BALAHU GHARH  H/S"
2647,North Lakhimpur,Dhakuwakhana,DKK/PRD/002,"B.D.O. GHILAMORA DEVELOPMENT BLOCK,"
2648,Dhubri,Dhubri,DBR/SE/199,"HEAD MUDARRIS CHIRAKHOWA PRE- SR. MADRASSA , P.O. -ALMAGANJ"
2649,Mangaldai,Darrang,DAR/SE/172,"H.M Mangaldai Collegiate High School, P.O-Mangaldoi"
2650,Jorhat,Jorhat,JOR/AE/001,DIST.ADULT EDUCATION OFFICER
2651,Nagaon,Nagaon,NAG/HE/068,"PRINCIPAL, KATHIATOLI    H  S  SCHOOL"
2652,Goalpara,Goalpara,GLP/IGR/001,"SUB-REGISTRAR, LAKHIPUR"
2653,Nalbari,Nalbari,NLB/LS/001,"DISTRICT LIBRARY , NALBARI"
2654,Sivasagar,Sonari,SNR/SE/028,H.M. DEORI RANGOLI
2655,Sivasagar,Sonari,SNR/HE/002,PRIN. SAPEKHATI COLLEGE
2656,Silchar,Lakhipur,LKH/SWD/008,"CDPO, BANSKANDI"
2657,Garmur,Garamur,GAR/SE/054,"HEADMASTER,JENGRAI GAON HIGH SCHOOL"
2658,Tinsukia,Chapakhuwa,CPK/EXI/001,"DY. SUDPT. OF EXCISE, SADIYA"
2659,Garmur,Garamur,GAR/SE/044,"HM SRI MANTA SANKAR DEV H.S. , P.O.-POTIAGAON"
2660,Golaghat,Golaghat,GT/FCS/001,"DY. DIRECTOR FOOD & CIVIL SUPPLY, GOLAGHAT"
2661,Dhemaji,Dhemaji,DMJ/SE/107,HM KEREKONI ADARSHA H.S.P.O- SISSIBORGAON
2662,Guwahati,Kamrup Metro,KAM/HE/083,PRINCIPAL HINDI TECH. TRN. COLLAGE. NGH.
2663,nan,"Kamrup,Amingao",,HEAD MUDARRIS HAZI SOBDER ALI MEMORIAL ANCHALIK
2664,Amingaon,n,AKM/SE/349,"PRE- SR. MADRASSA, P.O- ALIKASH"
2665,North Lakhimpur,Dhakuwakhana,DKK/SE/059,H.M. DAKHIN GHLAMORA HIGH SCHOOL
2666,Sivasagar,Nazira,NZR/LRS/001,"CIRCLE OFFICER,NAZIRA"
2667,Barpeta,Pathsala,PSL/LRS/005,"CIRCLE OFFICER,SARUPETA"
2668,Amingaon,"Kamrup,Amingaon",AKM/SE/200,HM. BARTARI ANC. HIGH SCHOOL
2669,Silchar,Cachar,CAC/HE/073,H.M. CHIBITABICHIA HIGH SCHOOL
2670,Barpeta,Barpeta,BRT/SE/094,H.M. SARTHEBARI ADARSHA UCHCHA VIDYALAYA
2671,Dibrugarh,Dibrugarh,DIB/SWD/002,"DIST. SOCIAL WELFARE OFFICER, DIBRUGARH"
2672,Mangaldai,Darrang,DAR/SE/008,"PRINCIPAL, GANDHI SMRITI H.S.S., HAZARIKAPARA"
2673,Mangaldai,Darrang,DAR/HE/002,"PRINCIPAL, MANGALDAI COLLEGE , MANGALDAI"
2674,Golaghat,Sarupathar,SRP/SE/007,IC PRINCIPAL  NAOJAN HS SCHOOL
2675,Jorhat,Jorhat,JOR/HE/019,PL.B.DEV.J.J.COLLEGE
2676,Jorhat,Jorhat,JOR/AUD/004,"ASSTT. DIRECTOR OF AUDIT, JORHAT"
2677,Barpeta,Pathsala,PSL/SE/042,H.M. PATHSALA HIGH SCHOOL
2678,Karimganj,Karimganj,KAR/LRS/004,"CIRCLE OFFICER,NILAM BAZAR"
2679,Barpeta,Pathsala,PSL/HE/002,NH COLLEGE PATHCHARKUCHI
2680,Guwahati,Kamrup Metro,KAM/SE/204,HM. VIDYANIKETAN HIGH SCHOOL
2681,Golaghat,Golaghat,GT/SE/073,"HEAD MASTER, CHAWDANG PATHER HIGH SCHOOL"
2682,Golaghat,Golaghat,GT/LS/001,"DIST LIBRARY, GOLAGHAT"
2683,North Lakhimpur,Lakhimpur,LKM/SE/044,HEAD MASTER MADHAYA SUBANSIRI HIGH SCHOOL
2684,North Lakhimpur,Bihpuria,BIH/SE/153,"HEAD MASTER,SRI SRI ANIRUDHADEV HIGH SCHOOL"
2685,Guwahati,Dispur,DIS/ESI/001,"E.S.I. SCHEME DISPENSARY, SILGHAT"
2686,Marigaon,Marigaon,MRG/AAT/001,"TREASURY OFFICER, MORIGAON"
2687,Karimganj,Karimganj,KAR/FOR/001,"DFO, KARIMGANJ"
2688,Guwahati,New-Guwahati,NGT/LED/005,"INSPECTOR  OF FACTORIES, ZONAL FACTORIES"
2689,Silchar,Cachar,CAC/HE/059,"H.M. S.V.B. BIDYAMANDIR HIGH SCHOOL, SILCHAR"
2690,Nalbari,Nalbari,NLB/PRD/003,B.D.O. GHOGRAPAR
2691,Mangaldai,Darrang,DAR/SE/026,"H.M., BARANGABARI H.S."
2692,Barpeta,Barpeta,BRT/IRR/002,"ADDL. C.E. ZONE-I, ASSAM, BARPETA"
2693,Nagaon,Hojai,HOJ/ARC/001,"CON. OFFICER, ZONAL OFFICE, DIR. OF ARCHAEOLOGY"
2694,Amingaon,"Kamrup,Amingaon",AKM/IGR/002,"SUB-REGISTRAR, HAJO. SUB-DIV. HAJO."
2695,Karimganj,Karimganj,KAR/LRS/005,"CIRCLE OFFICER,PATHARKANDI"
2696,Dhubri,Bilasipara,BIL/PRD/003,"B.D.O.,MAHAMAYA"
2697,Mangaldai,Udalguri,UDG/AGR/002,"SUB-DIV. AGRICULTURE OFFICER, DALGAON"
2698,Tinsukia,Margherita,MGR/HE/012,H.M. LEDU BAZAR HIGH SCHOOL
2699,Nagaon,Hojai,HOJ/LRS/003,"CIRCLE OFFICER,LANKA"
2700,Sivasagar,Sonari,SNR/SE/042,H.M. KANU BHUGBARI H.S.
2701,Dhemaji,Dhemaji,DMJ/HE/010,PRINCIPAL SIMEN CHAPARI COLLEGE
2702,Barpeta,Barpeta,BRT/SE/192,"HEAD MUDARRIS B.K CHARIALI ACHALIK PRE-SR. MADRASSA,P.O - BALAGAON"
2703,Amingaon,"Kamrup,Amingaon",AKM/FIS/003,"RESEARCH OFFICER, FISH AMRANGA"
2704,Dhubri,Bilasipara,BIL/SE/045,"HEAD MUDARRIS KASLATTARI PRE- SR. MADRASSA , P.O. -BHELAGURI"
2705,Dibrugarh,Dibrugarh,DIB/FC/002,"ADDL. CHIEF ENG. UPPER ASSAM ZONE(WR),DBR"
2706,Dhubri,Dhubri,DBR/TOU/001,"TOURIST INFORMATION OFFICER, DHUBRI."
2707,Sivasagar,Sonari,SNR/SE/054,H.M. NIMONAGARH H.S.
2708,Guwahati,Rangia,RAN/SE/003,"H.M LAKHAITARA HIGH SCHOOL, P.O-MADHUKUCHI"
2709,Garmur,Garamur,GAR/SE/023,H.M. LUITPARIA HIGH SCHOOL
2710,Karimganj,Karimganj,KAR/SE/008,PRIN. JAFARGARH EXTENDED H.S. SCHOOL
2711,Golaghat,Golaghat,GT/SE/049,H.M. PONGKA R.H.H.S.
2712,Tezpur,Sonitpur,SON/AHV/001,JOINT DIRECTOR OF A.H.& V.O. TEZPUR
2713,Sivasagar,Sonari,SNR/SE/048,H.M. RAHAN HIGH SCHOOL
2714,Silchar,Lakhipur,LKH/ELE/002,"ELECTION OFFICER, LAKHIPUR"
2715,Tezpur,Gohpur,GAH/SE/044,"HEAD MASTER, GOHPUR BODO HIGH SCHOOL P.O. GOHPUR"
2716,Bongaigaon,Bongaigaon,BNG/SE/039,H.M. KASTURBA GIRLS HIGH SCHOOL
2717,Tezpur,Sonitpur,SON/HE/005,"PRINCIPAL T.H.B. COLLEGE, JAMUGURI"
2718,Silchar,Cachar,CAC/SE/032,"HEAD MUDARRIS, JOYNAGAR PRE- SR. MADRASSA, P.O.-NIZOYNAGAR"
2719,Jorhat,Titabar,TIT/SE/036,H.M. NAGABAT NAMP GIRLS HIGH SCHOOL
2720,North Lakhimpur,Lakhimpur,LKM/HE/011,PRINCIPAL KHERAJKHAT COLLEGE
2721,Sivasagar,Sivasagar,SVS/AHV/001,"DIST. POULTRY FARM ,DEMOW"
2722,Amingaon,"Kamrup,Amingaon",AKM/HE/003,PRIN. AMRANGA BARIHAT H.S.S. PALASBARI.
2723,Guwahati,Kamrup Metro,KAM/HE/050,PRIN K.C. DAS COMMERCE COLLAGE
2724,Nagaon,Nagaon,NAG/HE/121,"H/M, SOUTH  KAPILI  VELLY   H  SCHOOL"
2725,Hailakandi,Hailakandi,HKD/LRS/004,"CIRCLE OFFICER,HAILAKANDI"
2726,Dhubri,Dhubri,DBR/SE/091,TAMARHAT HIGH SCHOOL
2727,North Lakhimpur,Bihpuria,BIH/SE/101,HEAD MASTER NIMURI HIGH SCHOOL
2728,Sivasagar,Sivasagar,SVS/SE/038,HM BHADHARA HS
2729,Amingaon,"Kamrup,Amingaon",AKM/SE/193,HM HAJO ADARSHA VIDYAPITH HIGH SCH.
2730,Nagaon,Nagaon,NAG/SE/015,"HM RENG BENG ANCHALIC HS,P.O-RENG BENG"
2731,Barpeta,Barpeta,BRT/SE/231,"HEAD MASTER,ADARSHA GIRLS HIGH SCHOOL"
2732,Sivasagar,Sivasagar,SVS/SE/005,PRINCIPAL BOKOTA NEMUGURI H.SS
2733,Barpeta,Barpeta,BRT/SE/014,PRINCIPAL SAJANI KANTA H.S.S.
2734,Jorhat,Jorhat,JOR/SYW/002,"O.C.9 ASSAM BN.NCC,JORHAT"
2735,Mushalpur,Mushalpur,MSL/SWD/003,"C.D.P.O. ICDS DHAMDHAMA,NALBARI"
2736,Barpeta,Barpeta,BRT/SE/155,"HEAD MASTER, PUB-CHENGA HIGH SCHOOL., P.O.-CHENGA"
2737,Guwahati,Dispur,DIS/HG/004,"PRINCIPAL, CTI, PANIKHAITY."
2738,Dhubri,Dhubri,DBR/SE/053,PRIN. AGOMANI H S SCHOOL
2739,Golaghat,Golaghat,GT/SE/066,"HEAD MASTER, TARANI KAKADUNGA HIGH SCHOOL, POUPPER TARANI"
2740,Goalpara,Goalpara,GLP/SWD/001,"DISTRICT SOCIAL WELFARE OFFICER, GOALPARA"
2741,Marigaon,Marigaon,MRG/HE/069,HEAD MASTER TINSUKIA H S
2742,Guwahati,Dispur,DIS/HS/011,INSPECTOR OF DRUGS
2743,Tinsukia,Tinsukia,TSK/PRD/002,"B.D.O., KAKAPATHAR DEV. BLOCK"
2744,Nalbari,Nalbari,NLB/SE/049,H.M. KHATA MAUZA KALIMANDIR H.S.
2745,Dibrugarh,Dibrugarh,DIB/HS/008,DEPUTY DRUGS CONTROLLER
2746,Goalpara,Goalpara,GLP/HT/002,"SUPDT. HANDLOOM & TEXTILE, DUDHNOI"
2747,Hailakandi,Hailakandi,HKD/SE/008,"H.M. G.S. MEMORIAL HIGH SCHOOL,LALA-HILAKANDI"
2748,Hailakandi,Hailakandi,HKD/SWD/005,"CDPO, SOUTH HAILAKANDI"
2749,Nagaon,Hojai,HOJ/HE/007,H.M. RABINDRA VIDYAMANDIR HIGH SCHOOL
2750,North Lakhimpur,Lakhimpur,LKM/TRI/002,"SUB-DIVISIONAL WELFARE OFFICER,LAKHIMPUR"
2751,Nagaon,Hojai,HOJ/SWD/002,"CDPO, ICDS PROJECT, DHALPUKHURI"
2752,Bongaigaon,Bongaigaon,BNG/SE/010,PRIN BONGAIGAON RLY HIGHER SECONDARY SCHOOL
2753,Guwahati,Kamrup Metro,KAM/HE/030,"PRIN.NIGHT HIGHER SEC.SCHOOL,PALTANBAZAR."
2754,Mangaldai,Darrang,DAR/HE/001,"PRINCIPAL, T.T. COLLEGE , MANGALDAI"
2755,Dhemaji,Dhemaji,DMJ/SE/112,HM SURYADOI ADARSHA H.S.P.O- SISSIBORGAON.
2756,Bongaigaon,Abhayapuri,ABH/SE/005,"H.M. J.N.M. GIRLS HIGH SCHOOL, ABHAYAPURI"
2757,Amingaon,"Kamrup,Amingaon",AKM/SE/344,"PRINCIPAL MOHIMARI TITLE MADRASSA, P.O- MOHIMARI"
2758,Tezpur,Sonitpur,SON/SE/041,H.M.SONITPUR BIDYAPITH
2759,Amingaon,"Kamrup,Amingaon",AKM/SE/146,HM.BHALUKGHATA ANC. HIGH SCHOOL
2760,Biswanath Chariali,Biswanath Chariali BIS/HT/001,,"SUPDT. OF HANDLOOM & TEXTILES, B. CHARIALI"
2761,Karimganj,Karimganj,KAR/SE/064,"HEAD MUDARRIS MLVI. MOSORAF ALI PRE- SR. MADRASSA, -P.O. - BUBRIGHAT"
2762,North Lakhimpur,Lakhimpur,LKM/SE/085,HEAD MASTER RANGCHALI ADIBASHI HIGH SCHOOL
2763,Dhubri,Dhubri,DBR/SWD/019,"CDPO, ICDS PROJECT, BIRSING-JARUA"
2764,Mangaldai,Darrang,DAR/SE/153,"H.M Nagaon Anchalik High School, P.O- Hatimara"
2765,Dhemaji,Dhemaji,DMJ/SE/099,HM MINGMANG KAMALA MIRI H.S.P .O-MINGMANG
2766,Nalbari,Tihu,THU/SE/044,"H.M. BASANTI HIGH SCHOOL.,NATHKUCHI"
2767,Golaghat,Golaghat,GT/SE/010,PRIN. KACHARIHAT GIRL'S H.S.S.
2768,Barpeta,Pathsala,PSL/SE/019,H.M. BANGAON GIRLS' HIGH SCHOOL
2769,Nagaon,Nagaon,NAG/HT/002,"SUPDT.H  P  C , JAJARI"
2770,Nalbari,Nalbari,NLB/SWD/001,"DISTRICT SOCIAL WELFARE OFFICER , NALBARI"
2771,Guwahati,Kamrup Metro,KAM/SE/292,SECY.AUNIATI L.K. SANASKRIT DIDL.
2772,Dhemaji,Jonai,JON/SE/010,"HM SOMKONG H.S., P.O- SIMON CHAPORI"
2773,Golaghat,Dergaon,DER/SE/006,PRIN. DERGAON H.S. SCHOOL
2774,Silchar,Cachar,CAC/HE/040,"H.M. JARAILTOLA HIGH SCHOOL, JARAILTOLA"
2775,Barpeta,Pathsala,PSL/SE/108,"HEAD MUDARRIS FINGUA ANCHALIK PRE- SR. MADRASSA,P.O- CHAPORBORI"
2776,Bongaigaon,Bongaigaon,BNG/SER/001,"ASSISTANT DIRECTOR OF SERICULTURE,BONGAIGAON"
2777,Sivasagar,Sonari,SNR/SE/052,H.M. OUGURI LUKHURAKHAN H.S.
2778,Tinsukia,Chapakhuwa,CPK/IND/001,"GANERAL MANAGER, D.I.C., SADIYA"
2779,Silchar,Cachar,CAC/HE/062,H.M.SIBNARAYANPUR HIGH MADRASSA
2780,Amingaon,"Kamrup,Amingaon",AKM/SE/285,SUPDT. PUB KAMRUP SR. MADARASSA.H.S
2781,Nagaon,Nagaon,NAG/HE/130,"H/M, PALASHTOL  KASHAMARI   H  SCHOOL"
2782,nan,"Kamrup,Amingao",,PRIN. MAJORTOP HIGHER SEC.SCHOOL
2783,Amingaon,n,AKM/HE/027,"GOROIMARI,CHHAYGAON"
2784,Nagaon,Kaliabor,KLB/HE/002,"PRINCIPAL, KALIABOR COLLEGE"
2785,Mangaldai,Darrang,DAR/IPR/001,"DIST. INFORMATION & PUBLIC RELATION OFFICER, MLD."
2786,Amingaon,"Kamrup,Amingaon",AKM/SE/177,HM.SARPARA HIGH SCHOOL
2787,Hailakandi,Hailakandi,HKD/HE/051,H.M. BARNAGAD GIRLS HIGH SCHOOL
2788,Jorhat,Jorhat,JOR/SYW/004,33 ASSAM COMPO(T) REGT.NCC.JORHAT
2789,Guwahati,Dispur,DIS/LOT/001,DIRECTOR OF STATE LOTTERIES
2790,Mangaldai,Darrang,DAR/SWD/003,C.D.P.O. SIPAJHAR (DIPILA)
2791,Tezpur,Sonitpur,SON/HOR/002,"DISTRICT AGRICULTURE OFFICER, SONITPUR, TEZPUR"
2792,Karimganj,Karimganj,KAR/IMD/001,"MEMBER,FOREIGNER,S TRIBUNAL 2ND FT KARIMGANJ"
2793,Nagaon,Nagaon,NAG/TRA/001,"DIST. TRANSPORT  OFFICER ,  NAGAON"
2794,Golaghat,Sarupathar,SRP/LED/003,"ASSTT. EMPLOYMENT OFFICER, DHANSIRI"
2795,Guwahati,Dispur,DIS/FOR/004,"ADDL. PRINCIPAL CHIEF CONSERVATOR OF FORESTS, SOCIALFORESTRY"
2796,Guwahati,Dispur,DIS/HS/010,SR. INSPECTOR OF DRUGS
2797,Guwahati,Dispur,DIS/TAX/011,ASST.COMMISSIONER OF TAXES UNIT-A
2798,Kokrajarh,Gossaigaon,GOS/COP/001,"ASSTT. REGISTRAR OF CO-OP SOCIETIES, GOSSAIGAON"
2799,Guwahati,Dispur,DIS/WMD/001,Assam State Comm. for Minority
2800,Dhemaji,Dhemaji,DMJ/ES/001,"STATISTICAL OFFICER,DHEMAJI"
2801,Nalbari,Nalbari,NLB/WPT/001,"I.T.D.P. , NALBARI"
2802,Barpeta,Pathsala,PSL/SE/062,H.M. KARDOIGURI HIGH SCHOOL
2803,Sivasagar,Sivasagar,SVS/SE/108,HM CARAGUA HS
2804,Bongaigaon,Bongaigaon,BNG/ELE/001,"DEPUTY COMMISSIONER, (ELECTION) BONGAIGAON"
2805,Golaghat,Golaghat,GT/SE/020,H.M. BOKIAL H.S.
2806,Dhubri,Bilasipara,BIL/SE/037,"H.M BHOLANATH HIGH SCHOOL, P.O-HELAGARI"
2807,Dhubri,Bilasipara,BIL/HE/002,"PRINCIPAL,RATNAPITHCOLLEGE,CHAPAR"
2808,Dibrugarh,Dibrugarh,DIB/HE/085,H.M TINGRAI CHARIALI HIGH SCHOOL
2809,Amingaon,"Kamrup,Amingaon",AKM/SE/213,H.M. DAKSHIN KAMRUP BIDYAPITH HIGH SCHOOL
2810,Goalpara,Goalpara,GLP/HS/003,"DISTRICT MALERIA OFFICER , GOALPARA"
2811,Silchar,Lakhipur,LKH/SE/007,"HM PALLORBUND GARDEN PUBLIC HIGH SCHOOL ,P.O.-SILCHAR"
2812,Nagaon,Nagaon,NAG/SE/049,HEAD MASTER SUTARGAON PUBLIC HIGH SCHOOL
2813,Amingaon,"Kamrup,Amingaon",AKM/SE/221,HM.HAHIM HIGH SCHOOL.
2814,Dhubri,Bilasipara,BIL/EXI/001,"DY.SUPDT.OFEXCISE,BILASIPARA"
2815,Amingaon,"Kamrup,Amingaon",AKM/SE/243,HM.JAMLAI HIGH SCHOL
2816,Nalbari,Belsar,BEL/SE/022,H.M. PAKOWA H.S.
2817,Tinsukia,Tinsukia,TSK/HE/043,H.M. GUIJAN HIGH SCHOOL
2818,Silchar,New-Silchar,NSL/SE/031,H.M. SAMPAD RAM TAPASHIL HIGH SCHOOL
2819,Amingaon,"Kamrup,Amingaon",AKM/SE/257,HM. MIRZA GIRLS HIGH SCHOOL
2820,Hailakandi,Hailakandi,HKD/SE/032,"HEAD MUDARRIS BARONAMI PRE- SR. MADRASSA, P.O. -KALINAGAR"
2821,Nagaon,Nagaon,NAG/LRS/005,"CIRCLE OFFICER,RAHA"
2822,Hailakandi,Hailakandi,HKD/SE/010,"H.M. M.R.C. HIGH SCHOOL,BHATIRKUPA"
2823,Bongaigaon,Bongaigaon,BNG/SE/018,"PRINCIPAL JHAWBARI H.S. SCHOOL,P.O.-CHAKIHALI"
2824,Golaghat,Golaghat,GT/SE/035,H.M. GOLAGHAT TOWN HINDI H.S.
2825,Marigaon,Marigaon,MRG/SWD/007,"PRINCIPAL, VTRC, MORIGAON"
2826,Dibrugarh,Naharkatia,NHK/HE/023,H.M. CHACHANI JAMUNAMUKH HIGH SCHOOL
